freq_Hz,sum_dB,woofer_dB,mid_dB,tweeter_dB,baffle_step_dB,wg_loading_dB
4579.41,92.9758,-31.2938,39.2967,92.9578,-0.0163,2.5000
4595.49,92.9584,-31.4154,39.1943,92.9406,-0.0162,2.5000
4611.61,92.9409,-31.5370,39.0920,92.9233,-0.0161,2.5000
4627.80,92.9234,-31.6587,38.9898,92.9059,-0.0160,2.5000
4644.04,92.9058,-31.7803,38.8876,92.8885,-0.0159,2.5000
4660.34,92.8881,-31.9019,38.7855,92.8710,-0.0158,2.5000
4676.69,92.8704,-32.0235,38.6835,92.8534,-0.0157,2.5000
4693.10,92.8580,-32.1451,38.5899,92.8412,-0.0156,2.5000
4709.57,92.8523,-32.2667,38.5069,92.8357,-0.0155,2.5000
4726.10,92.8467,-32.3883,38.4240,92.8301,-0.0154,2.5000
4742.69,92.8409,-32.5099,38.3413,92.8246,-0.0152,2.5000
4759.33,92.8352,-32.6315,38.2586,92.8190,-0.0151,2.5000
4776.03,92.8294,-32.7531,38.1761,92.8133,-0.0150,2.5000
4792.80,92.8237,-32.8747,38.0938,92.8077,-0.0149,2.5000
4809.61,92.8178,-32.9963,38.0115,92.8020,-0.0148,2.5000
4826.49,92.8120,-33.1180,37.9294,92.7963,-0.0147,2.5000
4843.43,92.8061,-33.2396,37.8475,92.7906,-0.0146,2.5000
4860.43,92.8003,-33.3612,37.7656,92.7849,-0.0145,2.5000
4877.49,92.7944,-33.4828,37.6839,92.7791,-0.0144,2.5000
4894.60,92.7884,-33.6044,37.6023,92.7733,-0.0143,2.5000
4911.78,92.7825,-33.7260,37.5209,92.7675,-0.0142,2.5000
4929.02,92.7765,-33.8477,37.4396,92.7616,-0.0141,2.5000
4946.32,92.7705,-33.9693,37.3584,92.7557,-0.0140,2.5000
4963.68,92.7644,-34.0909,37.2774,92.7498,-0.0139,2.5000
4981.10,92.7397,-34.2125,37.2249,92.7251,-0.0138,2.5000
4998.58,92.7123,-34.3341,37.1766,92.6977,-0.0137,2.5000
5016.12,92.6847,-34.4558,37.1286,92.6702,-0.0136,2.5000
5033.72,92.6571,-34.5774,37.0808,92.6426,-0.0135,2.5000
5051.39,92.6294,-34.6990,37.0332,92.6149,-0.0134,2.5000
5069.12,92.6015,-34.8206,36.9860,92.5871,-0.0133,2.5000
5086.90,92.5736,-34.9422,36.9389,92.5592,-0.0133,2.5000
5104.76,92.5456,-35.0639,36.8922,92.5312,-0.0132,2.5000
5122.67,92.5174,-35.1855,36.8456,92.5031,-0.0131,2.5000
5140.65,92.4892,-35.3071,36.7994,92.4749,-0.0130,2.5000
5158.69,92.4608,-35.4287,36.7534,92.4466,-0.0129,2.5000
5176.79,92.4324,-35.5504,36.7077,92.4181,-0.0128,2.5000
5194.96,92.4038,-35.6720,36.6622,92.3896,-0.0127,2.5000
5213.19,92.3752,-35.7936,36.6170,92.3610,-0.0126,2.5000
5231.49,92.3464,-35.9153,36.5720,92.3323,-0.0125,2.5000
5249.85,92.3175,-36.0369,36.5273,92.3034,-0.0124,2.5000
5268.27,92.2970,-36.1585,36.4867,92.2830,-0.0124,2.5000
5286.76,92.2955,-36.2801,36.4546,92.2814,-0.0123,2.5000
5305.31,92.2939,-36.4018,36.4229,92.2799,-0.0122,2.5000
5323.93,92.2923,-36.5234,36.3914,92.2783,-0.0121,2.5000
5342.62,92.2907,-36.6450,36.3603,92.2768,-0.0120,2.5000
5361.37,92.2890,-36.7667,36.3295,92.2752,-0.0119,2.5000
5380.18,92.2874,-36.8883,36.2990,92.2736,-0.0119,2.5000
5399.06,92.2858,-37.0099,36.2688,92.2720,-0.0118,2.5000
5418.01,92.2841,-37.1316,36.2390,92.2704,-0.0117,2.5000
5437.02,92.2825,-37.2532,36.2094,92.2688,-0.0116,2.5000
5456.11,92.2808,-37.3748,36.1802,92.2672,-0.0115,2.5000
5475.25,92.2792,-37.4965,36.1513,92.2656,-0.0114,2.5000
5494.47,92.2775,-37.6181,36.1227,92.2639,-0.0114,2.5000
5513.75,92.2758,-37.7397,36.0945,92.2623,-0.0113,2.5000
5533.10,92.2741,-37.8614,36.0665,92.2606,-0.0112,2.5000
5552.52,92.2724,-37.9830,36.0389,92.2590,-0.0111,2.5000
5572.01,92.2707,-38.1047,36.0116,92.2573,-0.0111,2.5000
5591.56,92.2590,-38.2263,35.9374,92.2457,-0.0110,2.5000
5611.18,92.2438,-38.3479,35.8465,92.2306,-0.0109,2.5000
5630.87,92.2285,-38.4696,35.7558,92.2154,-0.0108,2.5000
5650.64,92.2131,-38.5912,35.6651,92.2002,-0.0107,2.5000
5670.47,92.1977,-38.7129,35.5746,92.1849,-0.0107,2.5000
5690.37,92.1822,-38.8345,35.4842,92.1695,-0.0106,2.5000
5710.34,92.1667,-38.9561,35.3939,92.1541,-0.0105,2.5000
5730.38,92.1512,-39.0778,35.3036,92.1387,-0.0105,2.5000
5750.49,92.1355,-39.1994,35.2135,92.1231,-0.0104,2.5000
5770.67,92.1198,-39.3211,35.1235,92.1076,-0.0103,2.5000
5790.92,92.1041,-39.4427,35.0336,92.0919,-0.0102,2.5000
5811.24,92.0883,-39.5644,34.9439,92.0762,-0.0102,2.5000
5831.64,92.0724,-39.6860,34.8542,92.0605,-0.0101,2.5000
5852.10,92.0565,-39.8077,34.7646,92.0447,-0.0100,2.5000
5872.64,92.0406,-39.9293,34.6752,92.0288,-0.0100,2.5000
5893.25,92.0245,-40.0510,34.5858,92.0129,-0.0099,2.5000
5913.93,92.0142,-40.1726,34.4873,92.0027,-0.0098,2.5000
5934.69,92.0324,-40.2942,34.3435,92.0210,-0.0097,2.5000
5955.51,92.0506,-40.4159,34.1996,92.0395,-0.0097,2.5000
5976.41,92.0689,-40.5375,34.0556,92.0580,-0.0096,2.5000
5997.39,92.0872,-40.6592,33.9115,92.0765,-0.0095,2.5000
6018.43,92.1056,-40.7808,33.7674,92.0951,-0.0095,2.5000
6039.56,92.1241,-40.9025,33.6231,92.1138,-0.0094,2.5000
6060.75,92.1426,-41.0241,33.4788,92.1325,-0.0093,2.5000
6082.02,92.1613,-41.1458,33.3344,92.1513,-0.0093,2.5000
6103.37,92.1799,-41.2674,33.1899,92.1702,-0.0092,2.5000
6124.79,92.1987,-41.3891,33.0454,92.1891,-0.0092,2.5000
6146.28,92.2175,-41.5108,32.9007,92.2081,-0.0091,2.5000
6167.85,92.2364,-41.6324,32.7560,92.2271,-0.0090,2.5000
6189.50,92.2553,-41.7541,32.6112,92.2463,-0.0090,2.5000
6211.22,92.2743,-41.8757,32.4663,92.2654,-0.0089,2.5000
6233.01,92.2934,-41.9974,32.3213,92.2847,-0.0088,2.5000
6254.89,92.3126,-42.1190,32.1762,92.3040,-0.0088,2.5000
6276.84,92.3325,-42.2407,32.0114,92.3241,-0.0087,2.5000
6298.87,92.3530,-42.3623,31.8334,92.3448,-0.0087,2.5000
6320.97,92.3736,-42.4840,31.6552,92.3656,-0.0086,2.5000
6343.16,92.3943,-42.6056,31.4767,92.3865,-0.0085,2.5000
6365.42,92.4150,-42.7273,31.2981,92.4074,-0.0085,2.5000
6387.76,92.4359,-42.8490,31.1193,92.4284,-0.0084,2.5000
6410.17,92.4567,-42.9706,30.9402,92.4495,-0.0084,2.5000
6432.67,92.4777,-43.0923,30.7610,92.4706,-0.0083,2.5000
6455.24,92.4988,-43.2139,30.5815,92.4918,-0.0082,2.5000
6477.90,92.5199,-43.3356,30.4019,92.5131,-0.0082,2.5000
6500.63,92.5411,-43.4572,30.2220,92.5344,-0.0081,2.5000
6523.45,92.5624,-43.5789,30.0420,92.5559,-0.0081,2.5000
6546.34,92.5837,-43.7006,29.8617,92.5774,-0.0080,2.5000
6569.31,92.6051,-43.8222,29.6812,92.5989,-0.0080,2.5000
6592.37,92.6267,-43.9439,29.5005,92.6206,-0.0079,2.5000
6615.50,92.6482,-44.0655,29.3196,92.6423,-0.0078,2.5000
6638.72,92.6690,-44.1872,29.1355,92.6632,-0.0078,2.5000
6662.02,92.6613,-44.3089,28.8518,92.6557,-0.0077,2.5000
6685.40,92.6535,-44.4305,28.5676,92.6481,-0.0077,2.5000
6708.86,92.6458,-44.5522,28.2828,92.6405,-0.0076,2.5000
6732.40,92.6380,-44.6739,27.9974,92.6329,-0.0076,2.5000
6756.03,92.6302,-44.7955,27.7115,92.6252,-0.0075,2.5000
6779.74,92.6223,-44.9172,27.4249,92.6175,-0.0075,2.5000
6803.53,92.6145,-45.0388,27.1378,92.6098,-0.0074,2.5000
6827.41,92.6066,-45.1605,26.8501,92.6021,-0.0074,2.5000
6851.37,92.5987,-45.2822,26.5619,92.5943,-0.0073,2.5000
6875.42,92.5907,-45.4038,26.2730,92.5865,-0.0073,2.5000
6899.54,92.5828,-45.5255,25.9836,92.5787,-0.0072,2.5000
6923.76,92.5748,-45.6472,25.6935,92.5708,-0.0072,2.5000
6948.06,92.5668,-45.7688,25.4029,92.5630,-0.0071,2.5000
6972.44,92.5587,-45.8905,25.1117,92.5550,-0.0071,2.5000
6996.91,92.5507,-46.0122,24.8199,92.5471,-0.0070,2.5000
7021.46,92.5426,-46.1338,24.5274,92.5391,-0.0070,2.5000
7046.11,92.5282,-46.2555,24.1884,92.5248,-0.0069,2.5000
7070.83,92.5063,-46.3772,23.7945,92.5032,-0.0069,2.5000
7095.65,92.4844,-46.4988,23.3996,92.4814,-0.0068,2.5000
7120.55,92.4625,-46.6205,23.0038,92.4595,-0.0068,2.5000
7145.54,92.4404,-46.7422,22.6070,92.4376,-0.0067,2.5000
7170.62,92.4183,-46.8638,22.2092,92.4156,-0.0067,2.5000
7195.78,92.3961,-46.9855,21.8105,92.3935,-0.0066,2.5000
7221.03,92.3738,-47.1072,21.4108,92.3714,-0.0066,2.5000
7246.37,92.3515,-47.2289,21.0101,92.3492,-0.0065,2.5000
7271.81,92.3291,-47.3505,20.6085,92.3268,-0.0065,2.5000
7297.33,92.3066,-47.4722,20.2058,92.3044,-0.0065,2.5000
7322.93,92.2840,-47.5939,19.8022,92.2820,-0.0064,2.5000
7348.63,92.2614,-47.7155,19.3976,92.2594,-0.0064,2.5000
7374.42,92.2387,-47.8372,18.9920,92.2368,-0.0063,2.5000
7400.30,92.2159,-47.9589,18.5854,92.2141,-0.0063,2.5000
7426.27,92.1930,-48.0806,18.1778,92.1913,-0.0062,2.5000
7452.34,92.1700,-48.2022,17.7691,92.1684,-0.0062,2.5000
7478.49,92.1728,-48.3239,17.7092,92.1712,-0.0061,2.5000
7504.73,92.1788,-48.4456,17.6924,92.1771,-0.0061,2.5000
7531.07,92.1847,-48.5672,17.6760,92.1831,-0.0061,2.5000
7557.50,92.1907,-48.6889,17.6600,92.1891,-0.0060,2.5000
7584.02,92.1967,-48.8106,17.6443,92.1951,-0.0060,2.5000
7610.64,92.2027,-48.9323,17.6290,92.2011,-0.0059,2.5000
7637.35,92.2088,-49.0539,17.6141,92.2071,-0.0059,2.5000
7664.15,92.2148,-49.1756,17.5995,92.2132,-0.0058,2.5000
7691.05,92.2209,-49.2973,17.5854,92.2193,-0.0058,2.5000
7718.04,92.2270,-49.4190,17.5716,92.2254,-0.0058,2.5000
7745.13,92.2331,-49.5406,17.5581,92.2315,-0.0057,2.5000
7772.31,92.2393,-49.6623,17.5451,92.2377,-0.0057,2.5000
7799.58,92.2455,-49.7840,17.5324,92.2439,-0.0056,2.5000
7826.96,92.2516,-49.9057,17.5201,92.2500,-0.0056,2.5000
7854.42,92.2579,-50.0273,17.5083,92.2563,-0.0056,2.5000
7881.99,92.2641,-50.1490,17.4967,92.2625,-0.0055,2.5000
7909.65,92.2646,-50.2707,17.4412,92.2630,-0.0055,2.5000
7937.41,92.2528,-50.3924,17.2920,92.2513,-0.0055,2.5000
7965.26,92.2410,-50.5141,17.1426,92.2395,-0.0054,2.5000
7993.22,92.2292,-50.6357,16.9932,92.2277,-0.0054,2.5000
8021.27,92.2174,-50.7574,16.8436,92.2159,-0.0053,2.5000
8049.42,92.2055,-50.8791,16.6940,92.2040,-0.0053,2.5000
8077.67,92.1935,-51.0008,16.5442,92.1921,-0.0053,2.5000
8106.02,92.1815,-51.1224,16.3943,92.1801,-0.0052,2.5000
8134.46,92.1695,-51.2441,16.2444,92.1681,-0.0052,2.5000
8163.01,92.1574,-51.3658,16.0943,92.1561,-0.0052,2.5000
8191.66,92.1453,-51.4875,15.9442,92.1440,-0.0051,2.5000
8220.41,92.1332,-51.6092,15.7939,92.1318,-0.0051,2.5000
8249.25,92.1210,-51.7308,15.6436,92.1196,-0.0050,2.5000
8278.20,92.1087,-51.8525,15.4931,92.1074,-0.0050,2.5000
8307.26,92.0964,-51.9742,15.3425,92.0952,-0.0050,2.5000
8336.41,92.0841,-52.0959,15.1919,92.0828,-0.0049,2.5000
8365.67,92.0717,-52.2176,15.0411,92.0705,-0.0049,2.5000
8395.02,92.0731,-52.3392,14.9082,92.0719,-0.0049,2.5000
8424.49,92.0790,-52.4609,14.7813,92.0778,-0.0048,2.5000
8454.05,92.0849,-52.5826,14.6543,92.0837,-0.0048,2.5000
8483.72,92.0908,-52.7043,14.5274,92.0897,-0.0048,2.5000
8513.49,92.0968,-52.8260,14.4004,92.0957,-0.0047,2.5000
8543.37,92.1028,-52.9477,14.2733,92.1017,-0.0047,2.5000
8573.35,92.1088,-53.0693,14.1463,92.1077,-0.0047,2.5000
8603.44,92.1148,-53.1910,14.0192,92.1137,-0.0046,2.5000
8633.63,92.1209,-53.3127,13.8921,92.1198,-0.0046,2.5000
8663.93,92.1269,-53.4344,13.7650,92.1259,-0.0046,2.5000
8694.34,92.1330,-53.5561,13.6379,92.1320,-0.0045,2.5000
8724.85,92.1391,-53.6778,13.5108,92.1381,-0.0045,2.5000
8755.47,92.1453,-53.7994,13.3836,92.1443,-0.0045,2.5000
8786.20,92.1514,-53.9211,13.2564,92.1504,-0.0045,2.5000
8817.03,92.1576,-54.0428,13.1292,92.1566,-0.0044,2.5000
8847.97,92.1638,-54.1645,13.0020,92.1629,-0.0044,2.5000
8879.03,92.1679,-54.2862,12.8568,92.1670,-0.0044,2.5000
8910.19,92.1627,-54.4079,12.6306,92.1617,-0.0043,2.5000
8941.46,92.1574,-54.5295,12.4039,92.1565,-0.0043,2.5000
8972.83,92.1520,-54.6512,12.1770,92.1512,-0.0043,2.5000
9004.32,92.1467,-54.7729,11.9496,92.1458,-0.0042,2.5000
9035.92,92.1413,-54.8946,11.7219,92.1405,-0.0042,2.5000
9067.64,92.1360,-55.0163,11.4938,92.1352,-0.0042,2.5000
9099.46,92.1306,-55.1380,11.2653,92.1298,-0.0042,2.5000
9131.39,92.1252,-55.2597,11.0365,92.1244,-0.0041,2.5000
9163.44,92.1197,-55.3813,10.8073,92.1190,-0.0041,2.5000
9195.60,92.1143,-55.5030,10.5777,92.1135,-0.0041,2.5000
9227.87,92.1088,-55.6247,10.3477,92.1081,-0.0040,2.5000
9260.25,92.1033,-55.7464,10.1173,92.1026,-0.0040,2.5000
9292.75,92.0978,-55.8681,9.8866,92.0971,-0.0040,2.5000
9325.36,92.0923,-55.9898,9.6555,92.0916,-0.0040,2.5000
9358.09,92.0867,-56.1115,9.4239,92.0861,-0.0039,2.5000
9390.93,92.0812,-56.2332,9.1921,92.0805,-0.0039,2.5000
9423.89,92.0858,-56.3548,9.0020,92.0852,-0.0039,2.5000
9456.96,92.0970,-56.4765,8.8386,92.0964,-0.0038,2.5000
9490.15,92.1082,-56.5982,8.6750,92.1077,-0.0038,2.5000
9523.45,92.1195,-56.7199,8.5112,92.1189,-0.0038,2.5000
9556.87,92.1308,-56.8416,8.3474,92.1303,-0.0038,2.5000
9590.41,92.1422,-56.9633,8.1833,92.1416,-0.0037,2.5000
9624.07,92.1536,-57.0850,8.0191,92.1530,-0.0037,2.5000
9657.85,92.1650,-57.2067,7.8548,92.1645,-0.0037,2.5000
9691.74,92.1765,-57.3283,7.6903,92.1759,-0.0037,2.5000
9725.75,92.1880,-57.4500,7.5257,92.1875,-0.0036,2.5000
9759.88,92.1995,-57.5717,7.3609,92.1990,-0.0036,2.5000
9794.14,92.2111,-57.6934,7.1959,92.2106,-0.0036,2.5000
9828.51,92.2227,-57.8151,7.0308,92.2222,-0.0036,2.5000
9863.00,92.2344,-57.9368,6.8656,92.2339,-0.0035,2.5000
9897.61,92.2461,-58.0585,6.7002,92.2456,-0.0035,2.5000
9932.35,92.2579,-58.1802,6.5346,92.2574,-0.0035,2.5000
9967.20,92.2693,-58.3019,3.4208,92.2690,-0.0035,2.5000
10002.18,92.2752,-58.4236,3.2991,92.2748,-0.0034,2.5000
10037.29,92.2811,-58.5452,3.1774,92.2808,-0.0034,2.5000
10072.51,92.2870,-58.6669,3.0558,92.2867,-0.0034,2.5000
10107.86,92.2929,-58.7886,2.9341,92.2926,-0.0034,2.5000
10143.33,92.2989,-58.9103,2.8124,92.2986,-0.0033,2.5000
10178.93,92.3049,-59.0320,2.6907,92.3046,-0.0033,2.5000
10214.65,92.3109,-59.1537,2.5691,92.3106,-0.0033,2.5000
10250.50,92.3169,-59.2754,2.4474,92.3167,-0.0033,2.5000
10286.47,92.3230,-59.3971,2.3257,92.3227,-0.0032,2.5000
10322.57,92.3291,-59.5188,2.2040,92.3288,-0.0032,2.5000
10358.80,92.3352,-59.6405,2.0824,92.3349,-0.0032,2.5000
10395.15,92.3413,-59.7621,1.9607,92.3410,-0.0032,2.5000
10431.63,92.3474,-59.8838,1.8390,92.3471,-0.0032,2.5000
10468.24,92.3536,-60.0055,1.7173,92.3533,-0.0031,2.5000
10504.98,92.3597,-60.1272,1.5956,92.3595,-0.0031,2.5000
10541.85,92.3659,-60.2489,1.4740,92.3657,-0.0031,2.5000
10578.84,92.3875,-60.3706,1.3523,92.3873,-0.0031,2.5000
10615.97,92.4264,-60.4923,1.2306,92.4261,-0.0030,2.5000
10653.22,92.4653,-60.6140,1.1089,92.4651,-0.0030,2.5000
10690.61,92.5044,-60.7357,0.9872,92.5042,-0.0030,2.5000
10728.13,92.5437,-60.8574,0.8655,92.5434,-0.0030,2.5000
10765.78,92.5830,-60.9791,0.7439,92.5828,-0.0030,2.5000
10803.56,92.6226,-61.1008,0.6222,92.6223,-0.0029,2.5000
10841.47,92.6622,-61.2225,0.5005,92.6620,-0.0029,2.5000
10879.52,92.7020,-61.3441,0.3788,92.7018,-0.0029,2.5000
10917.70,92.7419,-61.4658,0.2571,92.7417,-0.0029,2.5000
10956.02,92.7820,-61.5875,0.1355,92.7818,-0.0029,2.5000
10994.47,92.8222,-61.7092,0.0138,92.8220,-0.0028,2.5000
11033.05,92.8626,-61.8309,-0.1079,92.8624,-0.0028,2.5000
11071.77,92.9031,-61.9526,-0.2296,92.9029,-0.0028,2.5000
11110.63,92.9437,-62.0743,-0.3513,92.9435,-0.0028,2.5000
11149.62,92.9845,-62.1960,-0.4730,92.9843,-0.0028,2.5000
11188.75,93.0254,-62.3177,-0.5947,93.0252,-0.0027,2.5000
11228.01,93.0469,-62.4394,-0.7163,93.0467,-0.0027,2.5000
11267.42,93.0663,-62.5611,-0.8380,93.0661,-0.0027,2.5000
11306.96,93.0858,-62.6828,-0.9597,93.0857,-0.0027,2.5000
11346.64,93.1054,-62.8045,-1.0814,93.1052,-0.0027,2.5000
11386.46,93.1251,-62.9262,-1.2031,93.1249,-0.0027,2.5000
11426.42,93.1448,-63.0479,-1.3248,93.1446,-0.0026,2.5000
11466.52,93.1646,-63.1696,-1.4465,93.1644,-0.0026,2.5000
11506.76,93.1844,-63.2912,-1.5682,93.1843,-0.0026,2.5000
11547.14,93.2044,-63.4129,-1.6898,93.2042,-0.0026,2.5000
11587.67,93.2244,-63.5346,-1.8115,93.2242,-0.0026,2.5000
11628.33,93.2444,-63.6563,-1.9332,93.2443,-0.0025,2.5000
11669.14,93.2646,-63.7780,-2.0549,93.2644,-0.0025,2.5000
11710.09,93.2848,-63.8997,-2.1766,93.2846,-0.0025,2.5000
11751.19,93.3051,-64.0214,-2.2983,93.3049,-0.0025,2.5000
11792.43,93.3254,-64.1431,-2.4200,93.3253,-0.0025,2.5000
11833.82,93.3458,-64.2648,-2.5417,93.3457,-0.0025,2.5000
11875.35,93.3634,-64.3865,-2.6634,93.3633,-0.0024,2.5000
11917.02,93.3752,-64.5082,-2.7851,93.3750,-0.0024,2.5000
11958.84,93.3870,-64.6299,-2.9067,93.3868,-0.0024,2.5000
12000.81,93.3988,-64.7516,-3.0284,93.3987,-0.0024,2.5000
12042.93,93.4107,-64.8733,-3.1501,93.4106,-0.0024,2.5000
12085.19,93.4226,-64.9950,-3.2718,93.4225,-0.0024,2.5000
12127.60,93.4346,-65.1167,-3.3935,93.4345,-0.0023,2.5000
12170.16,93.4466,-65.2384,-3.5152,93.4465,-0.0023,2.5000
12212.87,93.4587,-65.3601,-3.6369,93.4586,-0.0023,2.5000
12255.73,93.4708,-65.4817,-3.7586,93.4707,-0.0023,2.5000
12298.75,93.4829,-65.6034,-3.8803,93.4828,-0.0023,2.5000
12341.91,93.4951,-65.7251,-4.0020,93.4950,-0.0023,2.5000
12385.22,93.5073,-65.8468,-4.1237,93.5072,-0.0022,2.5000
12428.68,93.5196,-65.9685,-4.2454,93.5195,-0.0022,2.5000
12472.30,93.5319,-66.0902,-4.3671,93.5318,-0.0022,2.5000
12516.07,93.5443,-66.2119,-4.4887,93.5442,-0.0022,2.5000
12560.00,93.5567,-66.3336,-4.6104,93.5566,-0.0022,2.5000
12604.08,93.5748,-66.4553,-4.7321,93.5747,-0.0022,2.5000
12648.31,93.5949,-66.5770,-4.8538,93.5948,-0.0021,2.5000
12692.70,93.6150,-66.6987,-4.9755,93.6149,-0.0021,2.5000
12737.24,93.6351,-66.8204,-5.0972,93.6350,-0.0021,2.5000
12781.94,93.6554,-66.9421,-5.2189,93.6553,-0.0021,2.5000
12826.80,93.6757,-67.0638,-5.3406,93.6756,-0.0021,2.5000
12871.81,93.6960,-67.1855,-5.4623,93.6959,-0.0021,2.5000
12916.99,93.7165,-67.3072,-5.5840,93.7164,-0.0021,2.5000
12962.32,93.7370,-67.4289,-5.7057,93.7369,-0.0020,2.5000
13007.81,93.7576,-67.5506,-5.8274,93.7575,-0.0020,2.5000
13053.46,93.7783,-67.6723,-5.9491,93.7782,-0.0020,2.5000
13099.27,93.7990,-67.7940,-6.0708,93.7989,-0.0020,2.5000
13145.24,93.8198,-67.9157,-6.1925,93.8197,-0.0020,2.5000
13191.37,93.8407,-68.0374,-6.3142,93.8406,-0.0020,2.5000
13237.67,93.8616,-68.1590,-6.4359,93.8616,-0.0020,2.5000
13284.12,93.8827,-68.2807,-6.5576,93.8826,-0.0019,2.5000
13330.74,93.8981,-68.4024,-6.6793,93.8980,-0.0019,2.5000
13377.53,93.8899,-68.5241,-6.8010,93.8898,-0.0019,2.5000
13424.47,93.8816,-68.6458,-6.9227,93.8815,-0.0019,2.5000
13471.58,93.8733,-68.7675,-7.0444,93.8733,-0.0019,2.5000
13518.86,93.8650,-68.8892,-7.1661,93.8649,-0.0019,2.5000
13566.31,93.8567,-69.0109,-7.2878,93.8566,-0.0019,2.5000
13613.92,93.8483,-69.1326,-7.4095,93.8482,-0.0019,2.5000
13661.69,93.8399,-69.2543,-7.5312,93.8398,-0.0018,2.5000
13709.64,93.8315,-69.3760,-7.6529,93.8314,-0.0018,2.5000
13757.75,93.8230,-69.4977,-7.7746,93.8230,-0.0018,2.5000
13806.03,93.8146,-69.6194,-7.8963,93.8145,-0.0018,2.5000
13854.48,93.8060,-69.7411,-8.0179,93.8060,-0.0018,2.5000
13903.11,93.7975,-69.8628,-8.1396,93.7974,-0.0018,2.5000
13951.90,93.7889,-69.9845,-8.2613,93.7889,-0.0018,2.5000
14000.86,93.7803,-70.1062,-8.3830,93.7802,-0.0018,2.5000
14050.00,93.7717,-70.2279,-8.5047,93.7716,-0.0017,2.5000
14099.30,93.7630,-70.3496,-8.6264,93.7629,-0.0017,2.5000
14148.78,93.7414,-70.4713,-8.7481,93.7414,-0.0017,2.5000
14198.44,93.7120,-70.5930,-8.8698,93.7120,-0.0017,2.5000
14248.27,93.6825,-70.7146,-8.9915,93.6824,-0.0017,2.5000
14298.27,93.6529,-70.8363,-9.1132,93.6528,-0.0017,2.5000
14348.45,93.6231,-70.9580,-9.2349,93.6231,-0.0017,2.5000
14398.80,93.5933,-71.0797,-9.3566,93.5932,-0.0017,2.5000
14449.33,93.5634,-71.2014,-9.4784,93.5633,-0.0016,2.5000
14500.04,93.5333,-71.3231,-9.6001,93.5333,-0.0016,2.5000
14550.93,93.5032,-71.4448,-9.7218,93.5031,-0.0016,2.5000
14602.00,93.4729,-71.5665,-9.8435,93.4728,-0.0016,2.5000
14653.24,93.4425,-71.6882,-9.9652,93.4425,-0.0016,2.5000
14704.66,93.4121,-71.8099,-10.0869,93.4120,-0.0016,2.5000
14756.27,93.3815,-71.9316,-10.2086,93.3814,-0.0016,2.5000
14808.06,93.3508,-72.0533,-10.3303,93.3508,-0.0016,2.5000
14860.02,93.3200,-72.1750,-10.4520,93.3200,-0.0016,2.5000
14912.17,93.2891,-72.2967,-10.5737,93.2891,-0.0015,2.5000
14964.51,93.2598,-72.4184,-10.6954,93.2597,-0.0015,2.5000
15017.02,93.2598,-72.5401,-10.8171,93.2597,-0.0015,2.5000
15069.72,93.2598,-72.6618,-10.9388,93.2598,-0.0015,2.5000
15122.61,93.2598,-72.7834,-11.0605,93.2598,-0.0015,2.5000
15175.68,93.2598,-72.9051,-11.1822,93.2598,-0.0015,2.5000
15228.94,93.2598,-73.0268,-11.3039,93.2598,-0.0015,2.5000
15282.39,93.2598,-73.1485,-11.4256,93.2598,-0.0015,2.5000
15336.02,93.2598,-73.2702,-11.5473,93.2598,-0.0015,2.5000
15389.84,93.2598,-73.3919,-11.6690,93.2598,-0.0015,2.5000
15443.85,93.2598,-73.5136,-11.7907,93.2598,-0.0014,2.5000
15498.05,93.2598,-73.6353,-11.9124,93.2598,-0.0014,2.5000
15552.44,93.2598,-73.7570,-12.0341,93.2598,-0.0014,2.5000
15607.02,93.2598,-73.8787,-12.1558,93.2598,-0.0014,2.5000
15661.79,93.2598,-74.0004,-12.2775,93.2598,-0.0014,2.5000
15716.75,93.2598,-74.1221,-12.3992,93.2598,-0.0014,2.5000
15771.91,93.2598,-74.2438,-12.5209,93.2598,-0.0014,2.5000
15827.26,93.2598,-74.3655,-12.6426,93.2598,-0.0014,2.5000
15882.80,93.2741,-74.4871,-12.7643,93.2740,-0.0014,2.5000
15938.54,93.3035,-74.6088,-12.8860,93.3034,-0.0014,2.5000
15994.48,93.3330,-74.7305,-13.0077,93.3329,-0.0013,2.5000
16050.61,93.3626,-74.8522,-13.1294,93.3626,-0.0013,2.5000
16106.94,93.3923,-74.9739,-13.2511,93.3923,-0.0013,2.5000
16163.46,93.4222,-75.0956,-13.3728,93.4221,-0.0013,2.5000
16220.19,93.4521,-75.2173,-13.4945,93.4520,-0.0013,2.5000
16277.11,93.4821,-75.3390,-13.6163,93.4821,-0.0013,2.5000
16334.24,93.5123,-75.4607,-13.7380,93.5122,-0.0013,2.5000
16391.56,93.5425,-75.5824,-13.8597,93.5425,-0.0013,2.5000
16449.08,93.5729,-75.7041,-13.9814,93.5728,-0.0013,2.5000
16506.81,93.6033,-75.8257,-14.1031,93.6033,-0.0013,2.5000
16564.74,93.6339,-75.9474,-14.2248,93.6339,-0.0013,2.5000
16622.87,93.6646,-76.0691,-14.3465,93.6645,-0.0012,2.5000
16681.21,93.6953,-76.1908,-14.4682,93.6953,-0.0012,2.5000
16739.75,93.7262,-76.3125,-14.5899,93.7262,-0.0012,2.5000
16798.50,93.7572,-76.4342,-14.7116,93.7572,-0.0012,2.5000
16857.45,93.7336,-76.5559,-14.8333,93.7335,-0.0012,2.5000
