freq_Hz,sum_dB,woofer_dB,mid_dB,tweeter_dB,baffle_step_dB,wg_loading_dB
302.11,88.0851,60.4268,87.7068,29.6739,-2.2350,0.0000
303.17,88.0825,60.3215,87.7084,29.8919,-2.2255,0.0000
304.23,88.0799,60.2160,87.7099,30.1103,-2.2160,0.0000
305.30,88.0771,60.1105,87.7112,30.3289,-2.2066,0.0000
306.37,88.0792,60.0049,87.7174,30.5365,-2.1971,0.0000
307.44,88.0984,59.8992,87.7415,30.7046,-2.1877,0.0000
308.52,88.1176,59.7934,87.7655,30.8727,-2.1783,0.0000
309.61,88.1367,59.6875,87.7894,31.0410,-2.1689,0.0000
310.69,88.1559,59.5814,87.8132,31.2095,-2.1596,0.0000
311.78,88.1750,59.4753,87.8370,31.3782,-2.1502,0.0000
312.88,88.1942,59.3691,87.8606,31.5469,-2.1409,0.0000
313.98,88.2133,59.2627,87.8842,31.7159,-2.1316,0.0000
315.08,88.2325,59.1563,87.9077,31.8850,-2.1223,0.0000
316.18,88.2516,59.0498,87.9312,32.0543,-2.1130,0.0000
317.29,88.2707,58.9432,87.9546,32.2237,-2.1037,0.0000
318.41,88.2898,58.8365,87.9778,32.3933,-2.0945,0.0000
319.52,88.3089,58.7297,88.0011,32.5630,-2.0852,0.0000
320.64,88.3280,58.6227,88.0242,32.7329,-2.0760,0.0000
321.77,88.3471,58.5158,88.0473,32.9029,-2.0668,0.0000
322.90,88.3662,58.4087,88.0703,33.0732,-2.0577,0.0000
324.03,88.3853,58.3015,88.0932,33.2435,-2.0485,0.0000
325.17,88.4100,58.1942,88.1219,33.4339,-2.0394,0.0000
326.31,88.4377,58.0869,88.1535,33.6347,-2.0303,0.0000
327.46,88.4655,57.9794,88.1852,33.8358,-2.0212,0.0000
328.61,88.4933,57.8719,88.2168,34.0372,-2.0121,0.0000
329.76,88.5211,57.7642,88.2483,34.2388,-2.0030,0.0000
330.92,88.5489,57.6565,88.2798,34.4407,-1.9940,0.0000
332.08,88.5768,57.5487,88.3113,34.6429,-1.9850,0.0000
333.24,88.6047,57.4408,88.3428,34.8453,-1.9760,0.0000
334.41,88.6327,57.3329,88.3742,35.0480,-1.9670,0.0000
335.59,88.6607,57.2248,88.4056,35.2510,-1.9580,0.0000
336.76,88.6887,57.1167,88.4369,35.4543,-1.9491,0.0000
337.94,88.7167,57.0085,88.4683,35.6578,-1.9402,0.0000
339.13,88.7448,56.9002,88.4995,35.8617,-1.9313,0.0000
340.32,88.7729,56.7918,88.5308,36.0658,-1.9224,0.0000
341.52,88.8011,56.6833,88.5620,36.2701,-1.9136,0.0000
342.71,88.8292,56.5748,88.5932,36.4748,-1.9047,0.0000
343.92,88.8558,56.4662,88.6227,36.6795,-1.8959,0.0000
345.12,88.8652,56.3575,88.6346,36.8829,-1.8871,0.0000
346.33,88.8747,56.2487,88.6463,37.0866,-1.8784,0.0000
347.55,88.8840,56.1398,88.6580,37.2905,-1.8696,0.0000
348.77,88.8933,56.0309,88.6695,37.4947,-1.8609,0.0000
349.99,88.9026,55.9219,88.6810,37.6991,-1.8522,0.0000
351.22,88.9119,55.8128,88.6924,37.9039,-1.8435,0.0000
352.45,88.9211,55.7036,88.7037,38.1089,-1.8349,0.0000
353.69,88.9302,55.5944,88.7149,38.3142,-1.8262,0.0000
354.93,88.9393,55.4851,88.7260,38.5198,-1.8176,0.0000
356.18,88.9484,55.3757,88.7370,38.7257,-1.8090,0.0000
357.43,88.9574,55.2662,88.7479,38.9318,-1.8004,0.0000
358.68,88.9664,55.1567,88.7588,39.1383,-1.7919,0.0000
359.94,88.9753,55.0471,88.7695,39.3450,-1.7834,0.0000
361.20,88.9842,54.9374,88.7802,39.5520,-1.7749,0.0000
362.47,88.9931,54.8277,88.7907,39.7593,-1.7664,0.0000
363.74,89.0019,54.7179,88.8012,39.9668,-1.7579,0.0000
365.02,89.0082,54.6080,88.8092,40.1494,-1.7495,0.0000
366.30,89.0122,54.4980,88.8147,40.3084,-1.7411,0.0000
367.59,89.0161,54.3880,88.8202,40.4676,-1.7327,0.0000
368.88,89.0199,54.2779,88.8256,40.6269,-1.7243,0.0000
370.17,89.0237,54.1678,88.8309,40.7863,-1.7160,0.0000
371.47,89.0274,54.0575,88.8360,40.9459,-1.7077,0.0000
372.77,89.0310,53.9472,88.8411,41.1055,-1.6994,0.0000
374.08,89.0346,53.8369,88.8461,41.2653,-1.6911,0.0000
375.40,89.0381,53.7265,88.8509,41.4251,-1.6829,0.0000
376.71,89.0415,53.6160,88.8557,41.5851,-1.6747,0.0000
378.04,89.0449,53.5054,88.8603,41.7453,-1.6665,0.0000
379.36,89.0482,53.3948,88.8648,41.9055,-1.6583,0.0000
380.69,89.0514,53.2841,88.8693,42.0658,-1.6501,0.0000
382.03,89.0546,53.1734,88.8736,42.2263,-1.6420,0.0000
383.37,89.0577,53.0626,88.8778,42.3869,-1.6339,0.0000
384.72,89.0608,52.9517,88.8820,42.5476,-1.6258,0.0000
386.07,89.0637,52.8408,88.8860,42.7084,-1.6178,0.0000
387.42,89.0676,52.7298,88.8907,42.8905,-1.6098,0.0000
388.78,89.0714,52.6187,88.8954,43.0740,-1.6018,0.0000
390.14,89.0751,52.5076,88.9000,43.2576,-1.5938,0.0000
391.51,89.0788,52.3964,88.9044,43.4415,-1.5858,0.0000
392.89,89.0825,52.2852,88.9088,43.6256,-1.5779,0.0000
394.27,89.0860,52.1739,88.9131,43.8099,-1.5700,0.0000
395.65,89.0896,52.0625,88.9173,43.9943,-1.5621,0.0000
397.04,89.0930,51.9511,88.9213,44.1790,-1.5543,0.0000
398.43,89.0965,51.8396,88.9253,44.3639,-1.5464,0.0000
399.83,89.0998,51.7281,88.9292,44.5490,-1.5386,0.0000
401.23,89.1031,51.6165,88.9329,44.7342,-1.5308,0.0000
402.64,89.1064,51.5049,88.9366,44.9197,-1.5231,0.0000
404.05,89.1096,51.3932,88.9402,45.1054,-1.5154,0.0000
405.47,89.1127,51.2814,88.9436,45.2913,-1.5077,0.0000
406.90,89.1158,51.1696,88.9470,45.4774,-1.5000,0.0000
408.32,89.1188,51.0577,88.9503,45.6636,-1.4923,0.0000
409.76,89.1215,50.9458,88.9533,45.8327,-1.4847,0.0000
411.19,89.1238,50.8338,88.9560,45.9727,-1.4771,0.0000
412.64,89.1260,50.7218,88.9586,46.1127,-1.4695,0.0000
414.09,89.1281,50.6097,88.9611,46.2527,-1.4620,0.0000
415.54,89.1302,50.4976,88.9635,46.3928,-1.4545,0.0000
417.00,89.1321,50.3854,88.9658,46.5330,-1.4470,0.0000
418.46,89.1341,50.2731,88.9680,46.6732,-1.4395,0.0000
419.93,89.1359,50.1608,88.9701,46.8134,-1.4320,0.0000
421.40,89.1377,50.0484,88.9721,46.9536,-1.4246,0.0000
422.88,89.1394,49.9360,88.9740,47.0939,-1.4172,0.0000
424.37,89.1410,49.8236,88.9758,47.2343,-1.4099,0.0000
425.86,89.1426,49.7111,88.9774,47.3746,-1.4025,0.0000
427.35,89.1441,49.5985,88.9790,47.5150,-1.3952,0.0000
428.85,89.1455,49.4859,88.9805,47.6555,-1.3879,0.0000
430.35,89.1469,49.3732,88.9818,47.7960,-1.3806,0.0000
431.86,89.1482,49.2605,88.9831,47.9365,-1.3734,0.0000
433.38,89.1494,49.1477,88.9842,48.0771,-1.3662,0.0000
434.90,89.1440,49.0349,88.9784,48.2388,-1.3590,0.0000
436.43,89.1370,48.9220,88.9708,48.4059,-1.3518,0.0000
437.96,89.1298,48.8091,88.9631,48.5731,-1.3447,0.0000
439.50,89.1226,48.6962,88.9552,48.7405,-1.3376,0.0000
441.04,89.1152,48.5831,88.9471,48.9080,-1.3305,0.0000
442.59,89.1078,48.4701,88.9389,49.0756,-1.3234,0.0000
444.14,89.1003,48.3570,88.9306,49.2433,-1.3164,0.0000
445.70,89.0927,48.2438,88.9222,49.4112,-1.3094,0.0000
447.26,89.0850,48.1306,88.9136,49.5792,-1.3024,0.0000
448.83,89.0773,48.0174,88.9049,49.7474,-1.2955,0.0000
450.41,89.0694,47.9041,88.8960,49.9156,-1.2886,0.0000
451.99,89.0615,47.7907,88.8870,50.0840,-1.2817,0.0000
453.57,89.0534,47.6773,88.8778,50.2525,-1.2748,0.0000
455.17,89.0453,47.5639,88.8685,50.4212,-1.2679,0.0000
456.76,89.0371,47.4504,88.8591,50.5900,-1.2611,0.0000
458.37,89.0288,47.3369,88.8495,50.7589,-1.2543,0.0000
459.97,89.0230,47.2233,88.8423,50.9296,-1.2475,0.0000
461.59,89.0252,47.1097,88.8433,51.1059,-1.2408,0.0000
463.21,89.0274,46.9960,88.8441,51.2823,-1.2341,0.0000
464.83,89.0295,46.8823,88.8448,51.4588,-1.2274,0.0000
466.47,89.0316,46.7685,88.8454,51.6356,-1.2207,0.0000
468.10,89.0336,46.6547,88.8459,51.8124,-1.2141,0.0000
469.75,89.0356,46.5409,88.8463,51.9895,-1.2075,0.0000
471.39,89.0375,46.4270,88.8466,52.1666,-1.2009,0.0000
473.05,89.0394,46.3131,88.8468,52.3440,-1.1944,0.0000
474.71,89.0413,46.1991,88.8468,52.5215,-1.1878,0.0000
476.37,89.0431,46.0851,88.8468,52.6991,-1.1813,0.0000
478.05,89.0449,45.9710,88.8466,52.8769,-1.1748,0.0000
479.72,89.0466,45.8569,88.8464,53.0549,-1.1684,0.0000
481.41,89.0483,45.7428,88.8460,53.2330,-1.1620,0.0000
483.10,89.0499,45.6286,88.8455,53.4113,-1.1556,0.0000
484.79,89.0516,45.5143,88.8449,53.5897,-1.1492,0.0000
486.49,89.0531,45.4001,88.8441,53.7683,-1.1428,0.0000
488.20,89.0627,45.2858,88.8513,53.9600,-1.1365,0.0000
489.91,89.0762,45.1714,88.8623,54.1583,-1.1302,0.0000
491.63,89.0898,45.0570,88.8732,54.3569,-1.1240,0.0000
493.36,89.1034,44.9426,88.8841,54.5557,-1.1177,0.0000
495.09,89.1170,44.8281,88.8949,54.7548,-1.1115,0.0000
496.83,89.1306,44.7136,88.9057,54.9540,-1.1053,0.0000
498.57,89.1442,44.5990,88.9163,55.1535,-1.0991,0.0000
500.32,89.1579,44.4844,88.9269,55.3532,-1.0930,0.0000
502.08,89.1716,44.3698,88.9374,55.5531,-1.0869,0.0000
503.84,89.1853,44.2551,88.9478,55.7533,-1.0808,0.0000
505.61,89.1990,44.1404,88.9581,55.9536,-1.0747,0.0000
507.38,89.2127,44.0257,88.9684,56.1542,-1.0687,0.0000
509.16,89.2265,43.9109,88.9786,56.3551,-1.0627,0.0000
510.95,89.2403,43.7960,88.9887,56.5561,-1.0567,0.0000
512.74,89.2542,43.6812,88.9987,56.7574,-1.0508,0.0000
514.54,89.2681,43.5663,89.0086,56.9589,-1.0448,0.0000
516.35,89.2813,43.4513,89.0179,57.1561,-1.0389,0.0000
518.16,89.2879,43.3363,89.0213,57.3121,-1.0331,0.0000
519.98,89.2945,43.2213,89.0246,57.4681,-1.0272,0.0000
521.80,89.3010,43.1062,89.0278,57.6242,-1.0214,0.0000
523.63,89.3076,42.9911,89.0309,57.7804,-1.0156,0.0000
525.47,89.3141,42.8760,89.0338,57.9367,-1.0098,0.0000
527.32,89.3206,42.7608,89.0367,58.0930,-1.0041,0.0000
529.17,89.3271,42.6456,89.0395,58.2493,-0.9983,0.0000
531.02,89.3335,42.5304,89.0421,58.4058,-0.9926,0.0000
532.89,89.3399,42.4151,89.0447,58.5622,-0.9870,0.0000
534.76,89.3463,42.2998,89.0471,58.7188,-0.9813,0.0000
536.63,89.3527,42.1845,89.0494,58.8754,-0.9757,0.0000
538.52,89.3590,42.0691,89.0516,59.0320,-0.9701,0.0000
540.41,89.3654,41.9536,89.0537,59.1888,-0.9645,0.0000
542.30,89.3717,41.8382,89.0557,59.3455,-0.9590,0.0000
544.21,89.3780,41.7227,89.0575,59.5024,-0.9535,0.0000
546.12,89.3843,41.6072,89.0593,59.6593,-0.9480,0.0000
548.03,89.3920,41.4916,89.0624,59.8184,-0.9425,0.0000
549.96,89.4011,41.3760,89.0667,59.9794,-0.9371,0.0000
551.89,89.4102,41.2604,89.0709,60.1406,-0.9316,0.0000
553.82,89.4192,41.1447,89.0749,60.3018,-0.9262,0.0000
555.77,89.4283,41.0290,89.0789,60.4630,-0.9209,0.0000
557.72,89.4374,40.9133,89.0828,60.6244,-0.9155,0.0000
559.67,89.4464,40.7975,89.0865,60.7858,-0.9102,0.0000
561.64,89.4555,40.6817,89.0901,60.9473,-0.9049,0.0000
563.61,89.4645,40.5659,89.0936,61.1088,-0.8996,0.0001
565.59,89.4736,40.4500,89.0970,61.2704,-0.8944,0.0001
567.57,89.4827,40.3341,89.1003,61.4321,-0.8892,0.0001
569.56,89.4918,40.2182,89.1035,61.5938,-0.8840,0.0001
571.56,89.5008,40.1022,89.1065,61.7556,-0.8788,0.0001
573.57,89.5099,39.9862,89.1094,61.9175,-0.8737,0.0001
575.58,89.5190,39.8702,89.1122,62.0794,-0.8686,0.0001
577.60,89.5281,39.7541,89.1149,62.2414,-0.8635,0.0001
579.63,89.5372,39.6380,89.1174,62.4034,-0.8584,0.0001
581.66,89.5270,39.5219,89.0993,62.5679,-0.8533,0.0001
583.70,89.5158,39.4057,89.0801,62.7326,-0.8483,0.0001
585.75,89.5045,39.2895,89.0607,62.8974,-0.8433,0.0001
587.81,89.4933,39.1733,89.0410,63.0622,-0.8383,0.0001
589.87,89.4821,39.0570,89.0211,63.2271,-0.8334,0.0001
591.94,89.4708,38.9408,89.0011,63.3920,-0.8285,0.0001
594.02,89.4595,38.8244,88.9808,63.5570,-0.8236,0.0001
596.10,89.4483,38.7081,88.9603,63.7221,-0.8187,0.0001
598.20,89.4370,38.5917,88.9396,63.8873,-0.8138,0.0001
600.30,89.4258,38.4753,88.9187,64.0525,-0.8090,0.0001
602.40,89.4145,38.3589,88.8976,64.2177,-0.8042,0.0001
604.52,89.4033,38.2424,88.8763,64.3830,-0.7994,0.0001
606.64,89.3920,38.1259,88.8547,64.5484,-0.7946,0.0001
608.77,89.3808,38.0094,88.8329,64.7138,-0.7899,0.0001
610.90,89.3696,37.8928,88.8109,64.8793,-0.7852,0.0001
613.05,89.3585,37.7762,88.7887,65.0449,-0.7805,0.0001
615.20,89.3428,37.6596,88.7620,65.2008,-0.7758,0.0001
617.36,89.3200,37.5429,88.7286,65.3416,-0.7712,0.0001
619.52,89.2972,37.4263,88.6948,65.4824,-0.7666,0.0001
621.70,89.2744,37.3096,88.6608,65.6231,-0.7620,0.0002
623.88,89.2515,37.1928,88.6265,65.7638,-0.7574,0.0002
626.07,89.2286,37.0761,88.5920,65.9044,-0.7529,0.0002
628.27,89.2056,36.9593,88.5571,66.0450,-0.7483,0.0002
630.47,89.1826,36.8424,88.5220,66.1856,-0.7438,0.0002
632.68,89.1596,36.7256,88.4866,66.3261,-0.7394,0.0002
634.90,89.1366,36.6087,88.4510,66.4666,-0.7349,0.0002
637.13,89.1135,36.4918,88.4150,66.6070,-0.7305,0.0002
639.37,89.0905,36.3749,88.3788,66.7474,-0.7261,0.0002
641.61,89.0674,36.2579,88.3423,66.8878,-0.7217,0.0002
643.86,89.0443,36.1409,88.3055,67.0281,-0.7173,0.0002
646.12,89.0213,36.0239,88.2684,67.1683,-0.7130,0.0002
648.39,88.9982,35.9069,88.2310,67.3085,-0.7086,0.0002
650.67,88.9751,35.7898,88.1933,67.4486,-0.7043,0.0003
652.95,88.9877,35.6727,88.1942,67.5911,-0.7001,0.0003
655.24,89.0082,35.5556,88.2035,67.7340,-0.6958,0.0003
657.54,89.0287,35.4384,88.2127,67.8769,-0.6916,0.0003
659.85,89.0493,35.3212,88.2218,68.0198,-0.6874,0.0003
662.16,89.0700,35.2040,88.2307,68.1626,-0.6832,0.0003
664.49,89.0907,35.0868,88.2395,68.3053,-0.6790,0.0003
666.82,89.1114,34.9695,88.2481,68.4480,-0.6749,0.0003
669.16,89.1322,34.8522,88.2566,68.5907,-0.6707,0.0003
671.51,89.1530,34.7349,88.2650,68.7333,-0.6666,0.0004
673.86,89.1739,34.6176,88.2732,68.8758,-0.6626,0.0004
676.23,89.1948,34.5002,88.2813,69.0183,-0.6585,0.0004
678.60,89.2158,34.3828,88.2892,69.1607,-0.6545,0.0004
680.98,89.2368,34.2654,88.2970,69.3030,-0.6504,0.0004
683.37,89.2579,34.1480,88.3046,69.4453,-0.6465,0.0004
685.77,89.2790,34.0305,88.3121,69.5876,-0.6425,0.0005
688.18,89.3002,33.9130,88.3194,69.7297,-0.6385,0.0005
690.59,89.3211,33.7955,88.3250,69.8824,-0.6346,0.0005
693.02,89.3414,33.6780,88.3257,70.0670,-0.6307,0.0005
695.45,89.3619,33.5604,88.3261,70.2517,-0.6268,0.0005
697.89,89.3826,33.4428,88.3264,70.4365,-0.6229,0.0006
700.34,89.4036,33.3252,88.3265,70.6213,-0.6191,0.0006
702.80,89.4248,33.2076,88.3264,70.8062,-0.6153,0.0006
705.26,89.4462,33.0899,88.3261,70.9912,-0.6115,0.0006
707.74,89.4680,32.9722,88.3257,71.1763,-0.6077,0.0007
710.22,89.4900,32.8545,88.3250,71.3614,-0.6039,0.0007
712.72,89.5122,32.7368,88.3242,71.5466,-0.6002,0.0007
715.22,89.5348,32.6190,88.3231,71.7319,-0.5964,0.0007
717.73,89.5577,32.5013,88.3219,71.9172,-0.5927,0.0008
720.25,89.5808,32.3835,88.3204,72.1027,-0.5891,0.0008
722.77,89.6043,32.2656,88.3188,72.2881,-0.5854,0.0008
725.31,89.6280,32.1478,88.3170,72.4737,-0.5817,0.0009
727.86,89.6521,32.0299,88.3149,72.6593,-0.5781,0.0009
730.41,89.6765,31.9120,88.3127,72.8450,-0.5745,0.0009
732.97,89.6746,31.7941,88.2826,73.0091,-0.5709,0.0010
735.55,89.6603,31.6762,88.2391,73.1631,-0.5674,0.0010
738.13,89.6463,31.5582,88.1953,73.3170,-0.5638,0.0010
740.72,89.6325,31.4402,88.1511,73.4709,-0.5603,0.0011
743.32,89.6191,31.3222,88.1066,73.6247,-0.5568,0.0011
745.92,89.6059,31.2042,88.0617,73.7785,-0.5533,0.0012
748.54,89.5930,31.0861,88.0165,73.9322,-0.5499,0.0012
751.17,89.5805,30.9680,87.9708,74.0858,-0.5464,0.0013
753.81,89.5682,30.8499,87.9249,74.2394,-0.5430,0.0013
756.45,89.5563,30.7318,87.8785,74.3929,-0.5396,0.0014
759.11,89.5448,30.6137,87.8318,74.5463,-0.5362,0.0014
761.77,89.5336,30.4955,87.7846,74.6997,-0.5328,0.0015
764.44,89.5228,30.3773,87.7372,74.8530,-0.5295,0.0015
767.13,89.5123,30.2591,87.6893,75.0063,-0.5261,0.0016
769.82,89.5023,30.1409,87.6410,75.1595,-0.5228,0.0017
772.52,89.4926,30.0227,87.5924,75.3126,-0.5195,0.0017
775.23,89.4850,29.9044,87.5460,75.4633,-0.5162,0.0018
777.95,89.4914,29.7861,87.5211,75.5950,-0.5130,0.0019
780.68,89.4980,29.6678,87.4958,75.7265,-0.5097,0.0019
783.42,89.5047,29.5495,87.4703,75.8578,-0.5065,0.0020
786.17,89.5116,29.4311,87.4445,75.9890,-0.5033,0.0021
788.93,89.5188,29.3127,87.4183,76.1200,-0.5001,0.0022
791.70,89.5261,29.1943,87.3919,76.2509,-0.4970,0.0023
794.48,89.5336,29.0759,87.3651,76.3816,-0.4938,0.0024
797.27,89.5414,28.9575,87.3380,76.5122,-0.4907,0.0025
800.06,89.5493,28.8390,87.3105,76.6426,-0.4876,0.0026
802.87,89.5575,28.7206,87.2828,76.7728,-0.4845,0.0027
805.69,89.5658,28.6021,87.2547,76.9028,-0.4814,0.0028
808.52,89.5744,28.4836,87.2263,77.0327,-0.4784,0.0029
811.35,89.5833,28.3650,87.1975,77.1624,-0.4753,0.0030
814.20,89.5923,28.2465,87.1684,77.2920,-0.4723,0.0031
817.06,89.6016,28.1279,87.1390,77.4214,-0.4693,0.0032
819.93,89.6112,28.0093,87.1092,77.5506,-0.4663,0.0034
822.80,89.6310,27.8907,87.0960,77.6693,-0.4633,0.0035
825.69,89.6594,27.7721,87.0970,77.7791,-0.4604,0.0036
828.59,89.6879,27.6534,87.0977,77.8886,-0.4574,0.0038
831.50,89.7164,27.5348,87.0983,77.9978,-0.4545,0.0039
834.41,89.7449,27.4161,87.0985,78.1068,-0.4516,0.0041
837.34,89.7735,27.2974,87.0985,78.2155,-0.4487,0.0042
840.28,89.8020,27.1787,87.0983,78.3240,-0.4458,0.0044
843.23,89.8306,27.0599,87.0979,78.4323,-0.4430,0.0046
846.19,89.8592,26.9412,87.0971,78.5403,-0.4402,0.0048
849.16,89.8878,26.8224,87.0962,78.6480,-0.4373,0.0050
852.14,89.9164,26.7036,87.0950,78.7554,-0.4345,0.0052
855.13,89.9451,26.5848,87.0935,78.8626,-0.4317,0.0054
858.13,89.9738,26.4659,87.0918,78.9696,-0.4290,0.0056
861.14,90.0025,26.3471,87.0898,79.0762,-0.4262,0.0058
864.16,90.0312,26.2282,87.0876,79.1826,-0.4235,0.0060
867.20,90.0599,26.1093,87.0851,79.2888,-0.4208,0.0063
870.24,90.0886,25.9904,87.0824,79.3946,-0.4180,0.0065
873.29,90.0977,25.8715,87.0555,79.4901,-0.4154,0.0068
876.36,90.1061,25.7526,87.0277,79.5850,-0.4127,0.0071
879.43,90.1146,25.6336,86.9994,79.6795,-0.4100,0.0073
882.52,90.1231,25.5147,86.9709,79.7738,-0.4074,0.0076
885.62,90.1316,25.3957,86.9419,79.8677,-0.4048,0.0079
888.73,90.1401,25.2767,86.9126,79.9613,-0.4021,0.0082
891.85,90.1487,25.1576,86.8830,80.0546,-0.3995,0.0086
894.98,90.1573,25.0386,86.8530,80.1476,-0.3970,0.0089
898.12,90.1659,24.9195,86.8226,80.2402,-0.3944,0.0093
901.27,90.1746,24.8005,86.7918,80.3326,-0.3918,0.0096
904.43,90.1832,24.6814,86.7607,80.4246,-0.3893,0.0100
907.60,90.1920,24.5623,86.7292,80.5162,-0.3868,0.0104
910.79,90.2007,24.4432,86.6974,80.6076,-0.3843,0.0108
913.99,90.2095,24.3240,86.6652,80.6986,-0.3818,0.0113
917.19,90.2183,24.2049,86.6326,80.7893,-0.3793,0.0117
920.41,90.2271,24.0857,86.5996,80.8797,-0.3769,0.0122
923.64,90.2270,23.9665,86.5575,80.9604,-0.3744,0.0126
926.88,90.2134,23.8473,86.5017,81.0267,-0.3720,0.0131
930.14,90.1998,23.7281,86.4456,81.0927,-0.3696,0.0137
933.40,90.1861,23.6089,86.3889,81.1582,-0.3672,0.0142
936.68,90.1724,23.4896,86.3318,81.2232,-0.3648,0.0148
939.96,90.1586,23.3703,86.2742,81.2879,-0.3624,0.0154
943.26,90.1448,23.2511,86.2162,81.3521,-0.3601,0.0160
946.57,90.1309,23.1318,86.1577,81.4160,-0.3577,0.0166
949.90,90.1170,23.0125,86.0987,81.4794,-0.3554,0.0172
953.23,90.1030,22.8931,86.0393,81.5423,-0.3531,0.0179
956.57,90.0890,22.7738,85.9793,81.6049,-0.3508,0.0186
959.93,90.0749,22.6544,85.9189,81.6670,-0.3485,0.0194
963.30,90.0608,22.5351,85.8581,81.7288,-0.3462,0.0201
966.68,90.0466,22.4157,85.7967,81.7900,-0.3439,0.0209
970.07,90.0324,22.2963,85.7349,81.8509,-0.3417,0.0218
973.48,90.0181,22.1769,85.6726,81.9114,-0.3395,0.0226
976.89,90.0038,22.0574,85.6098,81.9714,-0.3372,0.0235
980.32,90.0035,21.9380,85.5675,82.0347,-0.3350,0.0244
983.76,90.0059,21.8185,85.5289,82.0983,-0.3328,0.0254
987.21,90.0081,21.6991,85.4900,82.1615,-0.3307,0.0264
990.68,90.0103,21.5796,85.4506,82.2243,-0.3285,0.0275
994.16,90.0123,21.4601,85.4109,82.2867,-0.3263,0.0285
997.65,90.0143,21.3406,85.3707,82.3487,-0.3242,0.0297
1001.15,90.0161,21.2210,85.3302,82.4102,-0.3221,0.0308
1004.66,90.0178,21.1015,85.2892,82.4714,-0.3200,0.0320
1008.19,90.0194,20.9819,85.2479,82.5321,-0.3179,0.0333
1011.72,90.0209,20.8624,85.2061,82.5925,-0.3158,0.0346
1015.27,90.0223,20.7428,85.1640,82.6524,-0.3137,0.0360
1018.84,90.0235,20.6232,85.1214,82.7120,-0.3116,0.0374
1022.41,90.0247,20.5036,85.0784,82.7711,-0.3096,0.0388
1026.00,90.0257,20.3839,85.0351,82.8298,-0.3076,0.0404
1029.60,90.0266,20.2643,84.9913,82.8882,-0.3055,0.0419
1033.21,90.0275,20.1447,84.9471,82.9461,-0.3035,0.0436
1036.84,90.0256,20.0250,84.8964,83.0053,-0.3015,0.0453
1040.48,90.0163,19.9053,84.8281,83.0690,-0.2995,0.0471
1044.13,90.0071,19.7856,84.7593,83.1324,-0.2976,0.0489
1047.80,89.9980,19.6659,84.6900,83.1953,-0.2956,0.0508
1051.47,89.9889,19.5462,84.6202,83.2579,-0.2937,0.0528
1055.16,89.9799,19.4265,84.5499,83.3201,-0.2917,0.0548
1058.87,89.9710,19.3067,84.4791,83.3820,-0.2898,0.0570
1062.58,89.9621,19.1870,84.4078,83.4435,-0.2879,0.0592
1066.31,89.9533,19.0672,84.3360,83.5046,-0.2860,0.0615
1070.05,89.9446,18.9474,84.2637,83.5654,-0.2841,0.0639
1073.81,89.9360,18.8276,84.1910,83.6258,-0.2822,0.0664
1077.58,89.9274,18.7078,84.1177,83.6859,-0.2804,0.0689
1081.36,89.9190,18.5880,84.0439,83.7456,-0.2785,0.0716
1085.15,89.9106,18.4682,83.9697,83.8049,-0.2767,0.0744
1088.96,89.9023,18.3483,83.8949,83.8640,-0.2748,0.0772
1092.78,89.8942,18.2285,83.8196,83.9226,-0.2730,0.0802
1096.62,89.8861,18.1086,83.7439,83.9810,-0.2712,0.0833
1100.47,89.8795,17.9887,83.6744,84.0352,-0.2694,0.0865
1104.33,89.8735,17.8689,83.6074,84.0873,-0.2676,0.0898
1108.20,89.8675,17.7490,83.5400,84.1391,-0.2658,0.0933
1112.09,89.8615,17.6290,83.4721,84.1906,-0.2641,0.0968
1116.00,89.8555,17.5091,83.4038,84.2417,-0.2623,0.1006
1119.91,89.8496,17.3892,83.3350,84.2925,-0.2606,0.1044
1123.84,89.8437,17.2692,83.2657,84.3429,-0.2589,0.1084
1127.79,89.8377,17.1493,83.1960,84.3931,-0.2571,0.1125
1131.74,89.8319,17.0293,83.1258,84.4429,-0.2554,0.1168
1135.72,89.8260,16.9093,83.0551,84.4924,-0.2537,0.1212
1139.70,89.8202,16.7893,82.9840,84.5416,-0.2520,0.1258
1143.70,89.8144,16.6693,82.9124,84.5905,-0.2504,0.1305
1147.72,89.8087,16.5493,82.8403,84.6391,-0.2487,0.1354
1151.74,89.8030,16.4293,82.7678,84.6874,-0.2470,0.1405
1155.79,89.7974,16.3093,82.6948,84.7354,-0.2454,0.1458
1159.84,89.7918,16.1892,82.6214,84.7832,-0.2438,0.1513
1163.91,89.7856,16.0691,82.5442,84.8321,-0.2421,0.1569
1168.00,89.7754,15.9491,82.4420,84.8918,-0.2405,0.1628
1172.10,89.7654,15.8290,82.3394,84.9512,-0.2389,0.1688
1176.21,89.7559,15.7089,82.2362,85.0104,-0.2373,0.1751
1180.34,89.7468,15.5888,82.1324,85.0694,-0.2357,0.1815
1184.48,89.7380,15.4687,82.0281,85.1282,-0.2342,0.1882
1188.64,89.7297,15.3486,81.9232,85.1869,-0.2326,0.1951
1192.81,89.7217,15.2284,81.8178,85.2453,-0.2311,0.2023
1196.99,89.7142,15.1083,81.7118,85.3036,-0.2295,0.2097
1201.19,89.7071,14.9881,81.6052,85.3616,-0.2280,0.2173
1205.41,89.7005,14.8680,81.4981,85.4196,-0.2265,0.2252
