freq_Hz,mk2_sum_dB,mk3_sum_dB,mk2_woof_dB,mk3_mid_dB,mk3_tweeter_dB,baffle_step_dB,wg_loading_mk2_dB,wg_loading_mk3_dB
476.37,82.3470,82.6316,46.5713,82.0578,56.2911,-1.1813,0.3895,0.9859
478.05,83.1982,83.4510,46.4574,82.9248,56.4468,-1.1748,0.3898,0.9867
479.72,84.0513,84.2743,46.3434,83.7918,56.6027,-1.1684,0.3901,0.9874
481.41,84.9060,85.1011,46.2293,84.6588,56.7571,-1.1620,0.3904,0.9882
483.10,85.7619,85.9311,46.1152,85.5256,56.9110,-1.1556,0.3907,0.9889
484.79,86.6189,86.7640,46.0011,86.3922,57.0650,-1.1492,0.3910,0.9897
486.49,87.4772,87.5995,45.8869,87.2588,57.2156,-1.1428,0.3914,0.9905
488.20,88.3365,88.4377,45.7727,88.1255,57.3649,-1.1365,0.3917,0.9912
489.91,88.3750,88.4774,45.6584,88.1632,57.5129,-1.1302,0.3920,0.9920
491.63,88.3788,88.4834,45.5441,88.1659,57.6602,-1.1240,0.3923,0.9928
493.36,88.3826,88.4892,45.4298,88.1684,57.8034,-1.1177,0.3926,0.9935
495.09,88.3863,88.4949,45.3154,88.1709,57.9431,-1.1115,0.3929,0.9943
496.83,88.3895,88.5001,45.2010,88.1728,58.0823,-1.1053,0.3932,0.9950
498.57,88.3911,88.5039,45.0865,88.1732,58.2216,-1.0991,0.3935,0.9958
500.32,88.3927,88.5075,44.9720,88.1734,58.3582,-1.0930,0.3938,0.9966
502.08,88.3959,88.5127,44.8574,88.1751,58.4942,-1.0869,0.3941,0.9973
503.84,88.3992,88.5181,44.7428,88.1771,58.6272,-1.0808,0.3944,0.9981
505.61,88.4025,88.5234,44.6282,88.1789,58.7600,-1.0747,0.3947,0.9989
507.38,88.4058,88.5286,44.5135,88.1807,58.8913,-1.0687,0.3950,0.9996
509.16,88.4089,88.5338,44.3988,88.1823,59.0219,-1.0627,0.3953,1.0004
510.95,88.4120,88.5390,44.2841,88.1838,59.1534,-1.0567,0.3956,1.0012
512.74,88.4161,88.5451,44.1693,88.1862,59.2849,-1.0508,0.3959,1.0019
514.54,88.4210,88.5521,44.0545,88.1895,59.4176,-1.0448,0.3963,1.0027
516.35,88.4258,88.5592,43.9396,88.1926,59.5521,-1.0389,0.3966,1.0034
518.16,88.4310,88.5665,43.8247,88.1960,59.6846,-1.0331,0.3969,1.0042
519.98,88.4366,88.5744,43.7098,88.1999,59.8187,-1.0272,0.3972,1.0050
521.80,88.4422,88.5823,43.5948,88.2036,59.9529,-1.0214,0.3975,1.0057
523.63,88.4477,88.5902,43.4798,88.2072,60.0889,-1.0156,0.3978,1.0065
525.47,88.4539,88.5989,43.3647,88.2116,60.2252,-1.0098,0.3981,1.0073
527.32,88.4612,88.6088,43.2496,88.2170,60.3659,-1.0041,0.3984,1.0080
529.17,88.4683,88.6186,43.1345,88.2221,60.5079,-0.9983,0.3987,1.0088
531.02,88.4738,88.6270,43.0193,88.2255,60.6533,-0.9926,0.3990,1.0096
532.89,88.4798,88.6362,42.9041,88.2295,60.7998,-0.9870,0.3993,1.0103
534.76,88.4859,88.6454,42.7889,88.2334,60.9489,-0.9813,0.3996,1.0111
536.63,88.4918,88.6547,42.6736,88.2372,61.1012,-0.9757,0.3999,1.0119
538.52,88.4977,88.6640,42.5583,88.2409,61.2525,-0.9701,0.4002,1.0126
540.41,88.5034,88.6734,42.4430,88.2444,61.4055,-0.9645,0.4006,1.0134
542.30,88.5091,88.6828,42.3276,88.2478,61.5599,-0.9590,0.4009,1.0142
544.21,88.5148,88.6923,42.2122,88.2511,61.7152,-0.9535,0.4012,1.0149
546.12,88.5203,88.7018,42.0967,88.2542,61.8706,-0.9480,0.4015,1.0157
548.03,88.5252,88.7107,41.9812,88.2567,62.0267,-0.9425,0.4018,1.0165
549.96,88.5296,88.7194,41.8657,88.2586,62.1850,-0.9371,0.4021,1.0173
551.89,88.5339,88.7280,41.7501,88.2604,62.3417,-0.9316,0.4024,1.0180
553.82,88.5382,88.7367,41.6346,88.2621,62.4984,-0.9262,0.4027,1.0188
555.77,88.5436,88.7464,41.5189,88.2649,62.6518,-0.9209,0.4030,1.0196
557.72,88.5497,88.7567,41.4033,88.2683,62.8043,-0.9155,0.4033,1.0203
559.67,88.5556,88.7671,41.2876,88.2715,62.9587,-0.9102,0.4036,1.0211
561.64,88.5614,88.7775,41.1718,88.2746,63.1133,-0.9049,0.4039,1.0219
563.61,88.5672,88.7879,41.0561,88.2775,63.2664,-0.8996,0.4043,1.0226
565.59,88.5729,88.7981,40.9403,88.2804,63.4177,-0.8944,0.4046,1.0234
567.57,88.5781,88.8083,40.8244,88.2827,63.5727,-0.8892,0.4049,1.0242
569.56,88.5826,88.8181,40.7086,88.2842,63.7315,-0.8840,0.4052,1.0249
571.56,88.5871,88.8279,40.5927,88.2857,63.8914,-0.8788,0.4055,1.0257
573.57,88.5893,88.8358,40.4767,88.2848,64.0513,-0.8737,0.4058,1.0265
575.58,88.5907,88.8432,40.3608,88.2830,64.2140,-0.8686,0.4061,1.0273
577.60,88.5920,88.8508,40.2448,88.2811,64.3802,-0.8635,0.4064,1.0280
579.63,88.5923,88.8577,40.1287,88.2782,64.5469,-0.8584,0.4067,1.0288
581.66,88.5924,88.8647,40.0127,88.2751,64.7151,-0.8533,0.4070,1.0296
583.70,88.5925,88.8719,39.8966,88.2717,64.8873,-0.8483,0.4074,1.0303
585.75,88.5924,88.8794,39.7804,88.2683,65.0620,-0.8433,0.4077,1.0311
587.81,88.5896,88.8846,39.6643,88.2620,65.2379,-0.8383,0.4080,1.0319
589.87,88.5865,88.8894,39.5481,88.2553,65.4091,-0.8334,0.4083,1.0327
591.94,88.5832,88.8942,39.4319,88.2485,65.5801,-0.8285,0.4086,1.0334
594.02,88.5792,88.8985,39.3156,88.2407,65.7517,-0.8236,0.4089,1.0342
596.10,88.5729,88.9007,39.1993,88.2308,65.9205,-0.8187,0.4092,1.0350
598.20,88.5665,88.9028,39.0830,88.2205,66.0874,-0.8138,0.4095,1.0358
600.30,88.5599,88.9046,38.9667,88.2102,66.2485,-0.8090,0.4098,1.0365
602.40,88.5571,88.9099,38.8503,88.2035,66.4070,-0.8042,0.4101,1.0373
604.52,88.5552,88.9159,38.7339,88.1977,66.5633,-0.7994,0.4105,1.0381
606.64,88.5532,88.9217,38.6174,88.1917,66.7151,-0.7946,0.4108,1.0388
608.77,88.5511,88.9272,38.5010,88.1855,66.8618,-0.7899,0.4111,1.0396
610.90,88.5485,88.9324,38.3845,88.1789,67.0078,-0.7852,0.4114,1.0404
613.05,88.5411,88.9330,38.2679,88.1672,67.1516,-0.7805,0.4117,1.0412
615.20,88.5329,88.9327,38.1514,88.1547,67.2919,-0.7758,0.4120,1.0419
617.36,88.5245,88.9322,38.0348,88.1421,67.4287,-0.7712,0.4123,1.0427
619.52,88.5162,88.9320,37.9181,88.1294,67.5661,-0.7666,0.4126,1.0435
621.70,88.5089,88.9329,37.8015,88.1176,67.7048,-0.7620,0.4129,1.0443
623.88,88.5022,88.9345,37.6848,88.1064,67.8436,-0.7574,0.4132,1.0450
626.07,88.4953,88.9361,37.5681,88.0950,67.9819,-0.7529,0.4136,1.0458
628.27,88.4878,88.9374,37.4514,88.0829,68.1208,-0.7483,0.4139,1.0466
630.47,88.4779,88.9364,37.3346,88.0682,68.2581,-0.7438,0.4142,1.0474
632.68,88.4678,88.9355,37.2178,88.0534,68.3961,-0.7394,0.4145,1.0481
634.90,88.4576,88.9347,37.1010,88.0384,68.5337,-0.7349,0.4148,1.0489
637.13,88.4473,88.9339,36.9841,88.0231,68.6712,-0.7305,0.4151,1.0497
639.37,88.4368,88.9335,36.8673,88.0077,68.8116,-0.7261,0.4154,1.0505
641.61,88.4263,88.9334,36.7503,87.9922,68.9539,-0.7217,0.4157,1.0512
643.86,88.4164,88.9340,36.6334,87.9772,69.0959,-0.7173,0.4160,1.0520
646.12,88.4066,88.9349,36.5164,87.9623,69.2376,-0.7130,0.4164,1.0528
648.39,88.3976,88.9365,36.3995,87.9480,69.3772,-0.7086,0.4167,1.0536
650.67,88.3902,88.9397,36.2824,87.9353,69.5168,-0.7043,0.4170,1.0543
652.95,88.3829,88.9431,36.1654,87.9227,69.6554,-0.7001,0.4173,1.0551
655.24,88.3755,88.9466,36.0483,87.9099,69.7941,-0.6958,0.4176,1.0559
657.54,88.3685,88.9503,35.9312,87.8974,69.9293,-0.6916,0.4179,1.0567
659.85,88.3618,88.9544,35.8141,87.8851,70.0638,-0.6874,0.4182,1.0575
662.16,88.3553,88.9590,35.6969,87.8730,70.2001,-0.6832,0.4185,1.0582
664.49,88.3503,88.9652,35.5797,87.8623,70.3368,-0.6790,0.4189,1.0590
666.82,88.3452,88.9716,35.4625,87.8514,70.4738,-0.6749,0.4192,1.0598
669.16,88.3407,88.9786,35.3453,87.8411,70.6103,-0.6707,0.4195,1.0606
671.51,88.3362,88.9861,35.2280,87.8308,70.7486,-0.6666,0.4198,1.0613
673.86,88.3316,88.9937,35.1107,87.8202,70.8866,-0.6626,0.4201,1.0621
676.23,88.3275,89.0015,34.9934,87.8101,71.0211,-0.6585,0.4204,1.0629
678.60,88.3253,89.0112,34.8761,87.8018,71.1564,-0.6545,0.4207,1.0637
680.98,88.3232,89.0215,34.7587,87.7935,71.2938,-0.6504,0.4210,1.0645
683.37,88.3210,89.0325,34.6413,87.7850,71.4357,-0.6465,0.4214,1.0652
685.77,88.3151,89.0410,34.5239,87.7728,71.5807,-0.6425,0.4217,1.0660
688.18,88.3079,89.0485,34.4065,87.7592,71.7252,-0.6385,0.4220,1.0668
690.59,88.3011,89.0563,34.2890,87.7458,71.8675,-0.6346,0.4223,1.0676
693.02,88.2934,89.0640,34.1715,87.7316,72.0125,-0.6307,0.4226,1.0684
695.45,88.2834,89.0702,34.0540,87.7148,72.1586,-0.6268,0.4229,1.0691
697.89,88.2724,89.0758,33.9365,87.6970,72.3049,-0.6229,0.4232,1.0699
700.34,88.2605,89.0806,33.8189,87.6782,72.4485,-0.6191,0.4235,1.0707
702.80,88.2490,89.0858,33.7013,87.6598,72.5904,-0.6153,0.4239,1.0715
705.26,88.2378,89.0916,33.5837,87.6416,72.7328,-0.6115,0.4242,1.0722
707.74,88.2293,89.0997,33.4660,87.6260,72.8726,-0.6077,0.4245,1.0730
710.22,88.2215,89.1083,33.3484,87.6110,73.0101,-0.6039,0.4248,1.0738
712.72,88.2146,89.1181,33.2307,87.5969,73.1489,-0.6002,0.4251,1.0746
715.22,88.2076,89.1277,33.1130,87.5825,73.2853,-0.5964,0.4254,1.0754
717.73,88.2004,89.1369,32.9952,87.5679,73.4182,-0.5927,0.4257,1.0762
720.25,88.1935,89.1458,32.8775,87.5535,73.5459,-0.5891,0.4261,1.0769
722.77,88.1863,89.1538,32.7597,87.5387,73.6686,-0.5854,0.4264,1.0777
725.31,88.1787,89.1616,32.6419,87.5235,73.7903,-0.5817,0.4267,1.0785
727.86,88.1710,89.1695,32.5240,87.5080,73.9124,-0.5781,0.4270,1.0793
730.41,88.1630,89.1771,32.4062,87.4922,74.0319,-0.5745,0.4273,1.0801
732.97,88.1549,89.1845,32.2883,87.4762,74.1495,-0.5709,0.4276,1.0808
735.55,88.1467,89.1916,32.1704,87.4599,74.2652,-0.5674,0.4279,1.0816
738.13,88.1383,89.1990,32.0525,87.4433,74.3825,-0.5638,0.4283,1.0824
740.72,88.1302,89.2073,31.9345,87.4271,74.5010,-0.5603,0.4286,1.0832
743.32,88.1223,89.2159,31.8166,87.4109,74.6197,-0.5568,0.4289,1.0840
745.92,88.1142,89.2244,31.6986,87.3944,74.7372,-0.5533,0.4292,1.0847
748.54,88.1060,89.2333,31.5806,87.3777,74.8560,-0.5499,0.4295,1.0855
751.17,88.0975,89.2420,31.4625,87.3607,74.9733,-0.5464,0.4298,1.0863
753.81,88.0888,89.2510,31.3445,87.3433,75.0920,-0.5430,0.4301,1.0871
756.45,88.0790,89.2599,31.2264,87.3248,75.2135,-0.5396,0.4305,1.0879
759.11,88.0691,89.2692,31.1083,87.3060,75.3360,-0.5362,0.4308,1.0887
761.77,88.0590,89.2788,30.9902,87.2869,75.4592,-0.5328,0.4311,1.0894
764.44,88.0477,89.2882,30.8720,87.2666,75.5840,-0.5295,0.4314,1.0902
767.13,88.0366,89.2977,30.7538,87.2464,75.7076,-0.5261,0.4317,1.0910
769.82,88.0259,89.3085,30.6357,87.2265,75.8339,-0.5228,0.4320,1.0918
772.52,88.0143,89.3193,30.5174,87.2055,75.9628,-0.5195,0.4323,1.0926
775.23,88.0023,89.3303,30.3992,87.1840,76.0920,-0.5162,0.4327,1.0934
777.95,87.9904,89.3421,30.2810,87.1627,76.2222,-0.5130,0.4330,1.0941
780.68,87.9790,89.3549,30.1627,87.1416,76.3538,-0.5097,0.4333,1.0949
783.42,87.9715,89.3712,30.0444,87.1244,76.4859,-0.5065,0.4336,1.0957
786.17,87.9644,89.3890,29.9261,87.1075,76.6213,-0.5033,0.4339,1.0965
788.93,87.9576,89.4074,29.8077,87.0909,76.7561,-0.5001,0.4342,1.0973
791.70,87.9511,89.4265,29.6894,87.0745,76.8918,-0.4970,0.4345,1.0981
794.48,87.9462,89.4478,29.5710,87.0595,77.0297,-0.4938,0.4349,1.0989
797.27,87.9353,89.4644,29.4526,87.0384,77.1655,-0.4907,0.4352,1.0996
800.06,87.9241,89.4817,29.3342,87.0169,77.3030,-0.4876,0.4355,1.1004
802.87,87.9128,89.4995,29.2157,86.9951,77.4415,-0.4845,0.4358,1.1012
805.69,87.9024,89.5186,29.0973,86.9743,77.5797,-0.4814,0.4361,1.1020
808.52,87.8976,89.5426,28.9788,86.9589,77.7197,-0.4784,0.4364,1.1028
811.35,87.8913,89.5657,28.8603,86.9421,77.8579,-0.4753,0.4368,1.1036
814.20,87.8841,89.5877,28.7418,86.9241,77.9931,-0.4723,0.4371,1.1043
817.06,87.8757,89.6094,28.6232,86.9048,78.1290,-0.4693,0.4374,1.1051
819.93,87.8671,89.6315,28.5047,86.8852,78.2650,-0.4663,0.4377,1.1059
822.80,87.8582,89.6533,28.3861,86.8653,78.3986,-0.4633,0.4380,1.1067
825.69,87.8491,89.6748,28.2675,86.8451,78.5302,-0.4604,0.4383,1.1075
828.59,87.8398,89.6963,28.1489,86.8245,78.6610,-0.4574,0.4386,1.1083
831.50,87.8289,89.7170,28.0303,86.8021,78.7914,-0.4545,0.4390,1.1091
834.41,87.8162,89.7370,27.9116,86.7780,78.9216,-0.4516,0.4393,1.1098
837.34,87.8033,89.7562,27.7929,86.7535,79.0484,-0.4487,0.4396,1.1106
840.28,87.7892,89.7754,27.6743,86.7276,79.1765,-0.4458,0.4399,1.1114
843.23,87.7730,89.7930,27.5555,86.6995,79.3023,-0.4430,0.4402,1.1122
846.19,87.7566,89.8111,27.4368,86.6710,79.4289,-0.4402,0.4405,1.1130
849.16,87.7408,89.8299,27.3181,86.6432,79.5546,-0.4373,0.4409,1.1138
852.14,87.7256,89.8486,27.1993,86.6158,79.6768,-0.4345,0.4412,1.1146
855.13,87.7113,89.8679,27.0805,86.5893,79.7975,-0.4317,0.4415,1.1154
858.13,87.6968,89.8879,26.9617,86.5623,79.9197,-0.4290,0.4418,1.1161
861.14,87.6817,89.9078,26.8429,86.5348,80.0410,-0.4262,0.4421,1.1169
864.16,87.6652,89.9269,26.7241,86.5057,80.1612,-0.4235,0.4424,1.1177
867.20,87.6478,89.9462,26.6052,86.4755,80.2825,-0.4208,0.4428,1.1185
870.24,87.6302,89.9653,26.4863,86.4450,80.4023,-0.4180,0.4431,1.1193
873.29,87.6123,89.9836,26.3674,86.4142,80.5186,-0.4154,0.4434,1.1201
876.36,87.5952,90.0031,26.2485,86.3841,80.6353,-0.4127,0.4437,1.1209
879.43,87.5796,90.0234,26.1296,86.3553,80.7500,-0.4100,0.4440,1.1217
882.52,87.5642,90.0442,26.0107,86.3268,80.8645,-0.4074,0.4443,1.1224
885.62,87.5503,90.0659,25.8917,86.2995,80.9777,-0.4048,0.4447,1.1232
888.73,87.5355,90.0876,25.7727,86.2713,81.0908,-0.4021,0.4450,1.1240
891.85,87.5201,90.1086,25.6537,86.2423,81.2021,-0.3995,0.4453,1.1248
894.98,87.5004,90.1265,25.5347,86.2090,81.3112,-0.3970,0.4456,1.1256
898.12,87.4798,90.1444,25.4157,86.1745,81.4204,-0.3944,0.4459,1.1264
901.27,87.4590,90.1629,25.2966,86.1398,81.5303,-0.3918,0.4462,1.1272
904.43,87.4379,90.1805,25.1776,86.1046,81.6373,-0.3893,0.4466,1.1280
907.60,87.4167,90.1979,25.0585,86.0692,81.7424,-0.3868,0.4469,1.1287
910.79,87.3931,90.2139,24.9394,86.0313,81.8465,-0.3843,0.4472,1.1295
913.99,87.3690,90.2291,24.8203,85.9928,81.9482,-0.3818,0.4475,1.1303
917.19,87.3459,90.2449,24.7012,85.9552,82.0486,-0.3793,0.4478,1.1311
920.41,87.3225,90.2608,24.5820,85.9172,82.1485,-0.3769,0.4481,1.1319
923.64,87.2988,90.2759,24.4629,85.8788,82.2457,-0.3744,0.4485,1.1327
926.88,87.2749,90.2911,24.3437,85.8400,82.3425,-0.3720,0.4488,1.1335
930.14,87.2496,90.3046,24.2245,85.7997,82.4360,-0.3696,0.4491,1.1343
933.40,87.2181,90.3140,24.1053,85.7530,82.5275,-0.3672,0.4494,1.1351
936.68,87.1842,90.3215,23.9861,85.7037,82.6169,-0.3648,0.4497,1.1358
939.96,87.1483,90.3275,23.8668,85.6523,82.7042,-0.3624,0.4501,1.1366
943.26,87.1093,90.3316,23.7476,85.5976,82.7904,-0.3601,0.4504,1.1374
946.57,87.0689,90.3353,23.6283,85.5413,82.8765,-0.3577,0.4507,1.1382
949.90,87.0265,90.3375,23.5090,85.4828,82.9606,-0.3554,0.4510,1.1390
953.23,86.9820,90.3392,23.3897,85.4222,83.0451,-0.3531,0.4513,1.1398
956.57,86.9343,90.3395,23.2704,85.3581,83.1295,-0.3508,0.4516,1.1406
959.93,86.8858,90.3379,23.1511,85.2931,83.2092,-0.3485,0.4520,1.1414
963.30,86.8365,90.3360,23.0317,85.2272,83.2881,-0.3462,0.4523,1.1422
966.68,86.7904,90.3372,22.9124,85.1644,83.3689,-0.3439,0.4526,1.1430
970.07,86.7450,90.3393,22.7930,85.1022,83.4494,-0.3417,0.4529,1.1437
973.48,86.7006,90.3434,22.6736,85.0409,83.5321,-0.3395,0.4532,1.1445
976.89,86.6587,90.3498,22.5542,84.9821,83.6156,-0.3372,0.4535,1.1453
980.32,86.6178,90.3571,22.4348,84.9242,83.6986,-0.3350,0.4539,1.1461
983.76,86.5778,90.3652,22.3153,84.8671,83.7813,-0.3328,0.4542,1.1469
987.21,86.5369,90.3731,22.1959,84.8090,83.8636,-0.3307,0.4545,1.1477
990.68,86.4957,90.3812,22.0764,84.7505,83.9454,-0.3285,0.4548,1.1485
994.16,86.4545,90.3896,21.9569,84.6918,84.0269,-0.3263,0.4551,1.1493
997.65,86.4136,90.3998,21.8374,84.6334,84.1107,-0.3242,0.4555,1.1501
1001.15,86.3755,90.4117,21.7179,84.5777,84.1938,-0.3221,0.4558,1.1509
1004.66,86.3370,90.4224,21.5984,84.5216,84.2740,-0.3200,0.4561,1.1517
1008.19,86.2969,90.4316,21.4789,84.4636,84.3518,-0.3179,0.4564,1.1524
1011.72,86.2548,90.4407,21.3593,84.4035,84.4306,-0.3158,0.4567,1.1532
1015.27,86.2101,90.4485,21.2398,84.3406,84.5084,-0.3137,0.4570,1.1540
1018.84,86.1628,90.4541,21.1202,84.2750,84.5833,-0.3116,0.4574,1.1548
1022.41,86.1150,90.4595,21.0006,84.2087,84.6574,-0.3096,0.4577,1.1556
1026.00,86.0649,90.4609,20.8810,84.1399,84.7251,-0.3076,0.4580,1.1564
1029.60,86.0127,90.4598,20.7614,84.0689,84.7889,-0.3055,0.4583,1.1572
1033.21,85.9585,90.4573,20.6417,83.9957,84.8511,-0.3035,0.4586,1.1580
1036.84,85.9074,90.4565,20.5221,83.9255,84.9127,-0.3015,0.4590,1.1588
1040.48,85.8561,90.4557,20.4024,83.8550,84.9738,-0.2995,0.4593,1.1596
1044.13,85.8040,90.4543,20.2828,83.7837,85.0334,-0.2976,0.4596,1.1604
1047.80,85.7543,90.4535,20.1631,83.7147,85.0913,-0.2956,0.4599,1.1612
1051.47,85.7039,90.4505,20.0434,83.6448,85.1451,-0.2937,0.4602,1.1619
1055.16,85.6552,90.4484,19.9237,83.5766,85.1982,-0.2917,0.4606,1.1627
1058.87,85.6086,90.4477,19.8040,83.5105,85.2516,-0.2898,0.4609,1.1635
1062.58,85.5626,90.4466,19.6842,83.4449,85.3029,-0.2879,0.4612,1.1643
1066.31,85.5190,90.4463,19.5645,83.3817,85.3532,-0.2860,0.4615,1.1651
1070.05,85.4778,90.4475,19.4447,83.3209,85.4035,-0.2841,0.4618,1.1659
1073.81,85.4378,90.4493,19.3249,83.2613,85.4534,-0.2822,0.4621,1.1667
1077.58,85.3977,90.4514,19.2052,83.2015,85.5033,-0.2804,0.4625,1.1675
1081.36,85.3571,90.4552,19.0854,83.1410,85.5561,-0.2785,0.4628,1.1683
1085.15,85.3155,90.4600,18.9655,83.0795,85.6109,-0.2767,0.4631,1.1691
1088.96,85.2745,90.4658,18.8457,83.0184,85.6663,-0.2748,0.4634,1.1699
1092.78,87.9415,90.4707,18.7259,82.9546,85.7216,-0.2730,0.4637,1.1707
1096.62,87.9340,90.4755,18.6060,82.8904,85.7764,-0.2712,0.4641,1.1715
1100.47,87.9298,90.4810,18.4862,82.8257,85.8320,-0.2694,0.4644,1.1723
1104.33,87.9304,90.4879,18.3663,82.7621,85.8884,-0.2676,0.4647,1.1730
1108.20,87.9347,90.4943,18.2464,82.6969,85.9444,-0.2658,0.4650,1.1738
1112.09,87.9444,90.5007,18.1265,82.6312,86.0001,-0.2641,0.4653,1.1746
1116.00,87.9587,90.5071,18.0066,82.5635,86.0565,-0.2623,0.4657,1.1754
1119.91,87.9723,90.5129,17.8867,82.4901,86.1149,-0.2606,0.4660,1.1762
1123.84,87.9874,90.5192,17.7668,82.4155,86.1742,-0.2589,0.4663,1.1770
1127.79,88.0040,90.5265,17.6468,82.3409,86.2343,-0.2571,0.4666,1.1778
1131.74,88.0191,90.5358,17.5269,82.2668,86.2964,-0.2554,0.4669,1.1786
1135.72,88.0298,90.5451,17.4069,82.1924,86.3581,-0.2537,0.4673,1.1794
1139.70,88.0383,90.5546,17.2869,82.1174,86.4194,-0.2520,0.4676,1.1802
1143.70,88.0431,90.5638,17.1670,82.0413,86.4803,-0.2504,0.4679,1.1810
1147.72,88.0499,90.5757,17.0470,81.9719,86.5407,-0.2487,0.4682,1.1818
1151.74,88.0529,90.5876,16.9269,81.9018,86.6007,-0.2470,0.4685,1.1826
1155.79,88.0523,90.5999,16.8069,81.8323,86.6603,-0.2454,0.4688,1.1834
1159.84,88.0499,90.6129,16.6869,81.7645,86.7195,-0.2438,0.4692,1.1842
1163.91,88.0445,90.6259,16.5668,81.6962,86.7781,-0.2421,0.4695,1.1850
1168.00,88.0401,90.6371,16.4468,81.6290,86.8327,-0.2405,0.4698,1.1857
1172.10,88.0337,90.6497,16.3267,81.5633,86.8880,-0.2389,0.4701,1.1865
1176.21,88.0227,90.6626,16.2067,81.4979,86.9430,-0.2373,0.4704,1.1873
1180.34,88.0062,90.6744,16.0866,81.4307,86.9967,-0.2357,0.4708,1.1881
1184.48,87.9890,90.6859,15.9665,81.3637,87.0495,-0.2342,0.4711,1.1889
1188.64,87.9730,90.6962,15.8464,81.2948,87.1006,-0.2326,0.4714,1.1897
1192.81,87.9564,90.7043,15.7262,81.2237,87.1490,-0.2311,0.4717,1.1905
1196.99,87.9429,90.7113,15.6061,81.1505,87.1963,-0.2295,0.4720,1.1913
1201.19,87.9348,90.7160,15.4860,81.0764,87.2401,-0.2280,0.4724,1.1921
1205.41,87.9318,90.7205,15.3658,81.0014,87.2835,-0.2265,0.4727,1.1929
1209.64,87.9313,90.7222,15.2457,80.9221,87.3242,-0.2249,0.4730,1.1937
1213.89,87.9354,90.7234,15.1255,80.8415,87.3643,-0.2234,0.4733,1.1945
1218.15,87.9447,90.7242,15.0053,80.7594,87.4040,-0.2219,0.4736,1.1953
1222.42,87.9573,90.7247,14.8851,80.6760,87.4433,-0.2205,0.4740,1.1961
1226.71,87.9744,90.7243,14.7649,80.5901,87.4818,-0.2190,0.4743,1.1969
1231.02,87.9967,90.7255,14.6447,80.5029,87.5228,-0.2175,0.4746,1.1977
1235.34,88.0234,90.7256,14.5245,80.4143,87.5621,-0.2161,0.4749,1.1985
1239.67,88.0558,90.7253,14.4043,80.3243,87.6010,-0.2146,0.4752,1.1993
1244.02,88.0920,90.7258,14.2840,80.2342,87.6404,-0.2132,0.4756,1.2000
1248.39,88.1294,90.7267,14.1638,80.1444,87.6797,-0.2118,0.4759,1.2008
1252.77,88.1646,90.7280,14.0435,80.0556,87.7186,-0.2103,0.4762,1.2016
1257.16,88.1993,90.7294,13.9233,79.9665,87.7572,-0.2089,0.4765,1.2024
1261.58,88.2299,90.7309,13.8030,79.8758,87.7960,-0.2075,0.4768,1.2032
1266.00,88.2595,90.7347,13.6827,79.7853,87.8375,-0.2061,0.4772,1.2040
1270.45,88.2870,90.7390,13.5624,79.6959,87.8786,-0.2047,0.4775,1.2048
1274.91,88.3093,90.7451,13.4421,79.6068,87.9216,-0.2034,0.4778,1.2056
1279.38,88.3284,90.7516,13.3218,79.5180,87.9644,-0.2020,0.4781,1.2064
1283.87,88.3444,90.7583,13.2015,79.4300,88.0067,-0.2007,0.4784,1.2072
1288.38,88.3643,90.7653,13.0811,79.3424,88.0487,-0.1993,0.4788,1.2080
1292.90,88.3862,90.7730,12.9608,79.2554,88.0909,-0.1980,0.4791,1.2088
1297.43,88.4071,90.7812,12.8404,79.1684,88.1333,-0.1966,0.4794,1.2096
1301.99,88.4268,90.7885,12.7201,79.0815,88.1739,-0.1953,0.4797,1.2104
1306.56,88.4508,90.7955,12.5997,78.9960,88.2132,-0.1940,0.4800,1.2112
1311.14,88.4758,90.8024,12.4793,78.9103,88.2520,-0.1927,0.4804,1.2120
1315.74,88.5020,90.8094,12.3589,78.8253,88.2902,-0.1914,0.4807,1.2128
1320.36,88.5284,90.8160,12.2385,78.7415,88.3270,-0.1901,0.4810,1.2136
1324.99,88.5298,90.8226,12.1181,78.6575,88.3634,-0.1888,0.4813,1.2144
1329.64,88.5313,90.8265,11.9977,78.5736,88.3959,-0.1876,0.4816,1.2152
1334.31,88.5332,90.8304,11.8773,78.4898,88.4279,-0.1863,0.4820,1.2160
1338.99,88.5351,90.8342,11.7569,78.4057,88.4595,-0.1850,0.4823,1.2167
1343.69,88.5373,90.8380,11.6364,78.3217,88.4908,-0.1838,0.4826,1.2175
1348.41,88.5405,90.8428,11.5160,78.2397,88.5223,-0.1826,0.4829,1.2183
1353.14,88.5580,90.8488,11.3955,78.1583,88.5549,-0.1813,0.4832,1.2191
1357.89,88.0431,90.8560,11.2751,78.0764,88.5888,-0.1801,0.4836,1.2199
1362.65,86.6178,90.8627,11.1546,77.9927,88.6224,-0.1789,0.4839,1.2207
1367.44,85.4033,90.8694,11.0341,77.9088,88.6555,-0.1777,0.4842,1.2215
1372.24,85.2814,90.8771,10.9136,77.8240,88.6899,-0.1765,0.4845,1.2223
1377.05,85.1592,90.8838,10.7931,77.7389,88.7227,-0.1753,0.4848,1.2231
1381.88,85.0366,90.8901,10.6726,77.6535,88.7548,-0.1741,0.4852,1.2239
1386.73,84.9131,90.8964,10.5521,77.5665,88.7869,-0.1729,0.4855,1.2247
