freq_Hz,harman_inroom_dB,bbc_inroom_dB,harman_target_dB,bbc_target_dB,harman_postdsp_dB,bbc_postdsp_dB
855.13,0.0284,0.0493,0.0472,-0.1884,0.0948,-0.1410
858.13,0.0224,0.0434,0.0469,-0.1899,0.0902,-0.1468
861.14,0.0164,0.0374,0.0466,-0.1914,0.0863,-0.1519
864.16,0.0104,0.0314,0.0462,-0.1928,0.0831,-0.1562
867.20,0.0043,0.0254,0.0459,-0.1943,0.0807,-0.1597
870.24,-0.0017,0.0194,0.0456,-0.1958,0.0791,-0.1625
873.29,-0.0097,0.0114,0.0453,-0.1973,0.0764,-0.1664
876.36,-0.0178,0.0034,0.0450,-0.1987,0.0744,-0.1696
879.43,-0.0260,-0.0047,0.0447,-0.2002,0.0732,-0.1720
882.52,-0.0342,-0.0129,0.0444,-0.2017,0.0728,-0.1736
885.62,-0.0425,-0.0212,0.0441,-0.2032,0.0732,-0.1744
888.73,-0.0508,-0.0295,0.0438,-0.2047,0.0744,-0.1744
891.85,-0.0593,-0.0379,0.0435,-0.2062,0.0764,-0.1735
894.98,-0.0677,-0.0463,0.0432,-0.2077,0.0792,-0.1719
898.12,-0.0763,-0.0548,0.0429,-0.2092,0.0829,-0.1695
901.27,-0.0849,-0.0634,0.0426,-0.2108,0.0873,-0.1662
904.43,-0.0935,-0.0720,0.0423,-0.2123,0.0926,-0.1621
907.60,-0.1095,-0.0880,0.0420,-0.2138,0.0916,-0.1644
910.79,-0.1275,-0.1059,0.0417,-0.2153,0.0896,-0.1676
913.99,-0.1455,-0.1239,0.0414,-0.2168,0.0887,-0.1697
917.19,-0.1635,-0.1419,0.0411,-0.2184,0.0889,-0.1708
920.41,-0.1815,-0.1599,0.0408,-0.2199,0.0902,-0.1708
923.64,-0.2017,-0.1800,0.0406,-0.2214,0.0904,-0.1718
926.88,-0.2252,-0.2035,0.0403,-0.2230,0.0884,-0.1751
930.14,-0.2488,-0.2271,0.0400,-0.2245,0.0872,-0.1776
933.40,-0.2726,-0.2509,0.0397,-0.2261,0.0868,-0.1792
936.68,-0.2965,-0.2748,0.0394,-0.2276,0.0873,-0.1800
939.96,-0.3206,-0.2988,0.0392,-0.2292,0.0886,-0.1799
943.26,-0.3449,-0.3231,0.0389,-0.2308,0.0908,-0.1790
946.57,-0.3693,-0.3474,0.0386,-0.2323,0.0938,-0.1773
949.90,-0.3938,-0.3720,0.0384,-0.2339,0.0975,-0.1747
953.23,-0.4185,-0.3966,0.0381,-0.2355,0.1019,-0.1713
956.57,-0.4433,-0.4214,0.0378,-0.2370,0.1070,-0.1670
959.93,-0.4734,-0.4515,0.0376,-0.2386,0.1076,-0.1670
963.30,-0.5155,-0.4936,0.0373,-0.2402,0.0952,-0.1799
966.68,-0.5576,-0.5357,0.0371,-0.2418,0.0811,-0.1944
970.07,-0.5999,-0.5779,0.0368,-0.2434,0.0654,-0.2103
973.48,-0.6422,-0.6202,0.0365,-0.2450,0.0480,-0.2277
976.89,-0.6845,-0.6625,0.0363,-0.2466,0.0291,-0.2466
980.32,-0.7259,-0.7039,0.0360,-0.2482,0.0094,-0.2661
983.76,-0.7672,-0.7451,0.0358,-0.2498,-0.0118,-0.2869
987.21,-0.8084,-0.7864,0.0355,-0.2514,-0.0348,-0.3094
990.68,-0.8497,-0.8276,0.0353,-0.2530,-0.0597,-0.3336
994.16,-0.8910,-0.8689,0.0351,-0.2546,-0.0863,-0.3594
997.65,-0.9323,-0.9102,0.0348,-0.2562,-0.1146,-0.3868
1001.15,-0.9736,-0.9515,0.0329,-0.2579,-0.1448,-0.4158
1004.66,-1.0149,-0.9928,0.0276,-0.2595,-0.1767,-0.4464
1008.19,-1.0562,-1.0341,0.0223,-0.2611,-0.2103,-0.4787
1011.72,-1.0975,-1.0754,0.0170,-0.2628,-0.2457,-0.5126
1015.27,-1.1388,-1.1166,0.0118,-0.2644,-0.2829,-0.5480
1018.84,-1.1229,-1.1007,0.0065,-0.2660,-0.2645,-0.5278
1022.41,-1.0941,-1.0719,0.0012,-0.2677,-0.2345,-0.4957
1026.00,-1.0655,-1.0432,-0.0041,-0.2693,-0.2060,-0.4651
1029.60,-1.0370,-1.0147,-0.0094,-0.2710,-0.1792,-0.4359
1033.21,-1.0088,-0.9865,-0.0147,-0.2727,-0.1538,-0.4082
1036.84,-0.9803,-0.9579,-0.0199,-0.2743,-0.1295,-0.3813
1040.48,-0.9504,-0.9281,-0.0252,-0.2760,-0.1052,-0.3542
1044.13,-0.9207,-0.8984,-0.0305,-0.2777,-0.0823,-0.3284
1047.80,-0.8913,-0.8688,-0.0358,-0.2793,-0.0608,-0.3038
1051.47,-0.8620,-0.8395,-0.0410,-0.2810,-0.0407,-0.2806
1055.16,-0.8329,-0.8104,-0.0463,-0.2827,-0.0221,-0.2587
1058.87,-0.8040,-0.7815,-0.0516,-0.2844,-0.0049,-0.2380
1062.58,-0.7752,-0.7527,-0.0568,-0.2861,0.0109,-0.2186
1066.31,-0.7467,-0.7242,-0.0621,-0.2878,0.0255,-0.2004
1070.05,-0.7184,-0.6958,-0.0674,-0.2895,0.0388,-0.1835
1073.81,-0.6902,-0.6676,-0.0726,-0.2912,0.0509,-0.1679
1077.58,-0.6721,-0.6495,-0.0779,-0.2929,0.0519,-0.1634
1081.36,-0.6745,-0.6518,-0.0832,-0.2946,0.0333,-0.1784
1085.15,-0.6770,-0.6543,-0.0884,-0.2964,0.0161,-0.1921
1088.96,-0.6796,-0.6569,-0.0937,-0.2981,0.0002,-0.2045
1092.78,-0.6824,-0.6597,-0.0989,-0.2998,-0.0145,-0.2156
1096.62,-0.6853,-0.6626,-0.1042,-0.3015,-0.0278,-0.2254
1100.47,-0.6896,-0.6669,-0.1095,-0.3033,-0.0412,-0.2352
1104.33,-0.6946,-0.6719,-0.1147,-0.3050,-0.0539,-0.2445
1108.20,-0.6998,-0.6771,-0.1200,-0.3068,-0.0655,-0.2525
1112.09,-0.7052,-0.6824,-0.1252,-0.3085,-0.0759,-0.2595
1116.00,-0.7107,-0.6879,-0.1305,-0.3103,-0.0852,-0.2652
1119.91,-0.7163,-0.6936,-0.1357,-0.3120,-0.0933,-0.2698
1123.84,-0.7221,-0.6993,-0.1409,-0.3138,-0.1002,-0.2733
1127.79,-0.7281,-0.7052,-0.1462,-0.3155,-0.1060,-0.2756
1131.74,-0.7341,-0.7113,-0.1514,-0.3173,-0.1107,-0.2768
1135.72,-0.7403,-0.7175,-0.1567,-0.3191,-0.1142,-0.2769
1139.70,-0.7466,-0.7238,-0.1619,-0.3209,-0.1167,-0.2759
1143.70,-0.7631,-0.7403,-0.1672,-0.3227,-0.1284,-0.2842
1147.72,-0.7817,-0.7588,-0.1724,-0.3244,-0.1422,-0.2945
1151.74,-0.8003,-0.7774,-0.1776,-0.3262,-0.1560,-0.3049
1155.79,-0.8189,-0.7960,-0.1829,-0.3280,-0.1699,-0.3153
1159.84,-0.8376,-0.8147,-0.1881,-0.3298,-0.1838,-0.3258
1163.91,-0.8558,-0.8329,-0.1933,-0.3316,-0.1972,-0.3357
1168.00,-0.8698,-0.8468,-0.1986,-0.3334,-0.2063,-0.3414
1172.10,-0.8837,-0.8607,-0.2038,-0.3353,-0.2153,-0.3470
1176.21,-0.8975,-0.8746,-0.2090,-0.3371,-0.2242,-0.3525
1180.34,-0.9113,-0.8883,-0.2143,-0.3389,-0.2329,-0.3578
1184.48,-0.9250,-0.9020,-0.2195,-0.3407,-0.2414,-0.3629
1188.64,-0.9386,-0.9156,-0.2247,-0.3426,-0.2499,-0.3679
1192.81,-0.9521,-0.9291,-0.2299,-0.3444,-0.2581,-0.3728
1196.99,-0.9656,-0.9425,-0.2352,-0.3462,-0.2662,-0.3776
1201.19,-0.9789,-0.9558,-0.2404,-0.3481,-0.2742,-0.3821
1205.41,-0.9921,-0.9690,-0.2456,-0.3499,-0.2820,-0.3866
1209.64,-1.0017,-0.9786,-0.2508,-0.3518,-0.2862,-0.3874
1213.89,-1.0047,-0.9816,-0.2560,-0.3536,-0.2840,-0.3818
1218.15,-1.0076,-0.9845,-0.2613,-0.3555,-0.2821,-0.3766
1222.42,-1.0105,-0.9874,-0.2665,-0.3574,-0.2804,-0.3715
1226.71,-1.0133,-0.9902,-0.2717,-0.3592,-0.2790,-0.3668
1231.02,-1.0160,-0.9929,-0.2769,-0.3611,-0.2779,-0.3623
1235.34,-1.0215,-0.9984,-0.2821,-0.3630,-0.2798,-0.3609
1239.67,-1.0293,-1.0062,-0.2873,-0.3649,-0.2844,-0.3622
1244.02,-1.0370,-1.0139,-0.2925,-0.3667,-0.2895,-0.3640
1248.39,-1.0448,-1.0216,-0.2978,-0.3686,-0.2951,-0.3662
1252.77,-1.0525,-1.0294,-0.3030,-0.3705,-0.3011,-0.3689
1257.16,-1.0602,-1.0371,-0.3082,-0.3724,-0.3076,-0.3721
1261.58,-1.0679,-1.0447,-0.3134,-0.3743,-0.3145,-0.3757
1266.00,-1.0755,-1.0523,-0.3186,-0.3762,-0.3219,-0.3798
1270.45,-1.0831,-1.0599,-0.3238,-0.3782,-0.3298,-0.3844
1274.91,-1.0906,-1.0674,-0.3290,-0.3801,-0.3381,-0.3894
1279.38,-1.0981,-1.0749,-0.3342,-0.3820,-0.3468,-0.3949
1283.87,-1.1062,-1.0829,-0.3394,-0.3839,-0.3565,-0.4012
1288.38,-1.1142,-1.0910,-0.3446,-0.3859,-0.3661,-0.4076
1292.90,-1.1223,-1.0990,-0.3498,-0.3878,-0.3756,-0.4138
1297.43,-1.1302,-1.1069,-0.3550,-0.3897,-0.3850,-0.4199
1301.99,-1.1380,-1.1148,-0.3602,-0.3917,-0.3942,-0.4259
1306.56,-1.1458,-1.1225,-0.3654,-0.3936,-0.4034,-0.4318
1311.14,-1.1447,-1.1214,-0.3706,-0.3956,-0.4036,-0.4288
1315.74,-1.1432,-1.1199,-0.3758,-0.3975,-0.4030,-0.4250
1320.36,-1.1414,-1.1181,-0.3810,-0.3995,-0.4019,-0.4206
1324.99,-1.1394,-1.1161,-0.3862,-0.4015,-0.4002,-0.4157
1329.64,-1.1371,-1.1138,-0.3914,-0.4034,-0.3979,-0.4102
1334.31,-1.1346,-1.1113,-0.3965,-0.4054,-0.3950,-0.4040
1338.99,-1.1318,-1.1084,-0.4017,-0.4074,-0.3915,-0.3973
1343.69,-1.1287,-1.1053,-0.4069,-0.4094,-0.3874,-0.3901
1348.41,-1.1253,-1.1019,-0.4121,-0.4113,-0.3827,-0.3822
1353.14,-1.1216,-1.0983,-0.4173,-0.4133,-0.3775,-0.3737
1357.89,-1.1211,-1.0977,-0.4225,-0.4153,-0.3750,-0.3681
1362.65,-1.1259,-1.1025,-0.4277,-0.4173,-0.3776,-0.3675
1367.44,-1.1303,-1.1069,-0.4329,-0.4193,-0.3795,-0.3662
1372.24,-1.1343,-1.1109,-0.4380,-0.4213,-0.3808,-0.3643
1377.05,-1.1379,-1.1145,-0.4432,-0.4234,-0.3813,-0.3616
1381.88,-1.1411,-1.1177,-0.4484,-0.4254,-0.3811,-0.3583
1386.73,-1.1506,-1.1272,-0.4536,-0.4274,-0.3869,-0.3609
1391.60,-1.1693,-1.1459,-0.4588,-0.4294,-0.4018,-0.3727
1396.48,-1.1879,-1.1645,-0.4639,-0.4314,-0.4165,-0.3842
1401.38,-1.2064,-1.1830,-0.4691,-0.4335,-0.4309,-0.3954
1406.30,-1.2247,-1.2013,-0.4743,-0.4355,-0.4450,-0.4065
1411.24,-1.2429,-1.2195,-0.4795,-0.4376,-0.4589,-0.4172
1416.19,-1.2610,-1.2376,-0.4847,-0.4396,-0.4726,-0.4278
1421.16,-1.2790,-1.2556,-0.4898,-0.4417,-0.4861,-0.4381
1426.15,-1.2969,-1.2735,-0.4950,-0.4437,-0.4993,-0.4482
1431.15,-1.3147,-1.2912,-0.5002,-0.4458,-0.5123,-0.4581
1436.18,-1.3323,-1.3089,-0.5053,-0.4478,-0.5250,-0.4677
1441.22,-1.3501,-1.3266,-0.5105,-0.4499,-0.5377,-0.4773
1446.27,-1.3677,-1.3442,-0.5157,-0.4520,-0.5504,-0.4869
1451.35,-1.3853,-1.3618,-0.5209,-0.4540,-0.5630,-0.4964
1456.44,-1.4028,-1.3793,-0.5260,-0.4561,-0.5755,-0.5058
1461.55,-1.4202,-1.3967,-0.5312,-0.4582,-0.5879,-0.5151
1466.68,-1.4376,-1.4141,-0.5364,-0.4603,-0.6003,-0.5244
1471.83,-1.4424,-1.4189,-0.5415,-0.4624,-0.6002,-0.5213
1477.00,-1.4446,-1.4211,-0.5467,-0.4645,-0.5982,-0.5162
1482.18,-1.4466,-1.4231,-0.5519,-0.4666,-0.5965,-0.5114
1487.38,-1.4483,-1.4248,-0.5570,-0.4687,-0.5951,-0.5070
1492.60,-1.4498,-1.4263,-0.5622,-0.4708,-0.5941,-0.5029
1497.84,-1.4511,-1.4276,-0.5674,-0.4729,-0.5935,-0.4992
1503.10,-1.4522,-1.4287,-0.5725,-0.4750,-0.5932,-0.4959
1508.37,-1.4531,-1.4296,-0.5777,-0.4771,-0.5933,-0.4930
1513.66,-1.4539,-1.4303,-0.5828,-0.4793,-0.5939,-0.4905
1518.98,-1.4544,-1.4309,-0.5880,-0.4814,-0.5949,-0.4885
1524.31,-1.4566,-1.4331,-0.5932,-0.4835,-0.5980,-0.4886
1529.66,-1.4612,-1.4377,-0.5983,-0.4857,-0.6042,-0.4918
1535.02,-1.4657,-1.4421,-0.6035,-0.4878,-0.6109,-0.4955
1540.41,-1.4699,-1.4464,-0.6086,-0.4899,-0.6181,-0.4996
1545.82,-1.4740,-1.4504,-0.6138,-0.4921,-0.6257,-0.5042
1551.24,-1.4779,-1.4543,-0.6189,-0.4942,-0.6337,-0.5092
1556.69,-1.4805,-1.4570,-0.6241,-0.4964,-0.6412,-0.5137
1562.15,-1.4802,-1.4567,-0.6292,-0.4985,-0.6454,-0.5149
1567.63,-1.4797,-1.4562,-0.6344,-0.5007,-0.6489,-0.5154
1573.13,-1.4791,-1.4555,-0.6396,-0.5029,-0.6515,-0.5150
1578.65,-1.4782,-1.4546,-0.6447,-0.5050,-0.6533,-0.5139
1584.19,-1.4772,-1.4536,-0.6499,-0.5072,-0.6544,-0.5120
1589.75,-1.4761,-1.4525,-0.6550,-0.5094,-0.6546,-0.5092
1595.33,-1.4748,-1.4512,-0.6602,-0.5116,-0.6541,-0.5057
1600.93,-1.4735,-1.4499,-0.6653,-0.5138,-0.6527,-0.5014
1606.55,-1.4720,-1.4484,-0.6705,-0.5160,-0.6505,-0.4962
1612.19,-1.4704,-1.4468,-0.6756,-0.5181,-0.6475,-0.4903
1617.85,-1.4670,-1.4434,-0.6808,-0.5203,-0.6421,-0.4819
1623.52,-1.4635,-1.4399,-0.6859,-0.5225,-0.6360,-0.4729
1629.22,-1.4599,-1.4363,-0.6910,-0.5248,-0.6294,-0.4633
1634.94,-1.4563,-1.4326,-0.6962,-0.5270,-0.6222,-0.4532
1640.68,-1.4526,-1.4290,-0.7013,-0.5292,-0.6145,-0.4425
1646.43,-1.4490,-1.4254,-0.7065,-0.5314,-0.6062,-0.4313
1652.21,-1.4631,-1.4395,-0.7116,-0.5336,-0.6152,-0.4373
1658.01,-1.4850,-1.4614,-0.7168,-0.5358,-0.6318,-0.4510
1663.83,-1.5072,-1.4836,-0.7219,-0.5381,-0.6485,-0.4649
1669.67,-1.5297,-1.5061,-0.7271,-0.5403,-0.6654,-0.4788
1675.53,-1.5525,-1.5289,-0.7322,-0.5425,-0.6825,-0.4930
1681.41,-1.5757,-1.5520,-0.7373,-0.5448,-0.6996,-0.5072
1687.31,-1.5991,-1.5755,-0.7425,-0.5470,-0.7169,-0.5216
1693.23,-1.6229,-1.5992,-0.7476,-0.5492,-0.7344,-0.5362
1699.17,-1.6469,-1.6233,-0.7528,-0.5515,-0.7519,-0.5508
1705.14,-1.6713,-1.6477,-0.7579,-0.5537,-0.7695,-0.5655
1711.12,-1.6941,-1.6705,-0.7630,-0.5560,-0.7853,-0.5785
1717.13,-1.7147,-1.6911,-0.7682,-0.5582,-0.7986,-0.5888
1723.15,-1.7357,-1.7120,-0.7733,-0.5605,-0.8118,-0.5992
1729.20,-1.7570,-1.7334,-0.7784,-0.5628,-0.8251,-0.6096
1735.27,-1.7788,-1.7551,-0.7836,-0.5650,-0.8383,-0.6199
1741.36,-1.8008,-1.7772,-0.7887,-0.5673,-0.8515,-0.6302
1747.47,-1.8208,-1.7971,-0.7938,-0.5696,-0.8621,-0.6380
1753.60,-1.8249,-1.8012,-0.7990,-0.5719,-0.8569,-0.6300
1759.75,-1.8292,-1.8055,-0.8041,-0.5741,-0.8520,-0.6222
1765.93,-1.8337,-1.8100,-0.8092,-0.5764,-0.8474,-0.6147
1772.13,-1.8384,-1.8147,-0.8144,-0.5787,-0.8431,-0.6076
1778.35,-1.8433,-1.8196,-0.8195,-0.5810,-0.8390,-0.6007
1784.59,-1.8483,-1.8246,-0.8246,-0.5833,-0.8353,-0.5941
1790.85,-1.8536,-1.8299,-0.8298,-0.5856,-0.8319,-0.5879
1797.14,-1.8590,-1.8354,-0.8349,-0.5879,-0.8288,-0.5820
1803.44,-1.8647,-1.8410,-0.8400,-0.5902,-0.8260,-0.5763
1809.77,-1.8705,-1.8468,-0.8452,-0.5925,-0.8235,-0.5710
1816.12,-1.8791,-1.8554,-0.8503,-0.5948,-0.8239,-0.5686
1822.50,-1.8880,-1.8643,-0.8554,-0.5971,-0.8246,-0.5664
1828.89,-1.8971,-1.8734,-0.8605,-0.5994,-0.8254,-0.5644
1835.31,-1.9063,-1.8825,-0.8657,-0.6018,-0.8263,-0.5626
1841.75,-1.9156,-1.8918,-0.8708,-0.6041,-0.8274,-0.5609
1848.22,-1.9250,-1.9013,-0.8759,-0.6064,-0.8287,-0.5593
1854.70,-1.9396,-1.9159,-0.8810,-0.6087,-0.8351,-0.5629
1861.21,-1.9584,-1.9346,-0.8862,-0.6111,-0.8458,-0.5708
1867.74,-1.9773,-1.9536,-0.8913,-0.6134,-0.8567,-0.5790
1874.30,-1.9964,-1.9727,-0.8964,-0.6157,-0.8680,-0.5874
1880.87,-2.0157,-1.9920,-0.9015,-0.6181,-0.8795,-0.5962
1887.48,-2.0352,-2.0115,-0.9067,-0.6204,-0.8914,-0.6053
1894.10,-2.0549,-2.0312,-0.9118,-0.6227,-0.9035,-0.6147
1900.75,-2.0747,-2.0510,-0.9169,-0.6251,-0.9160,-0.6244
1907.42,-2.0947,-2.0710,-0.9220,-0.6274,-0.9288,-0.6344
1914.11,-2.1149,-2.0911,-0.9271,-0.6298,-0.9420,-0.6448
1920.83,-2.1352,-2.1115,-0.9323,-0.6322,-0.9555,-0.6555
1927.57,-2.1558,-2.1320,-0.9374,-0.6345,-0.9694,-0.6666
1934.33,-2.1765,-2.1527,-0.9425,-0.6369,-0.9837,-0.6782
1941.12,-2.1973,-2.1736,-0.9476,-0.6392,-0.9984,-0.6901
1947.93,-2.2183,-2.1946,-0.9527,-0.6416,-1.0134,-0.7024
1954.77,-2.2395,-2.2157,-0.9579,-0.6440,-1.0289,-0.7152
1961.63,-2.2608,-2.2370,-0.9630,-0.6463,-1.0448,-0.7283
1968.52,-2.2616,-2.2378,-0.9681,-0.6487,-1.0405,-0.7213
1975.42,-2.2622,-2.2384,-0.9732,-0.6511,-1.0364,-0.7144
1982.36,-2.2628,-2.2391,-0.9783,-0.6535,-1.0327,-0.7079
1989.31,-2.2634,-2.2396,-0.9834,-0.6558,-1.0292,-0.7018
1996.29,-2.2639,-2.2402,-0.9886,-0.6582,-1.0262,-0.6959
2003.30,-2.2644,-2.2407,-0.9937,-0.6606,-1.0234,-0.6905
2010.33,-2.2649,-2.2411,-0.9988,-0.6630,-1.0210,-0.6853
2017.39,-2.2653,-2.2415,-1.0039,-0.6654,-1.0189,-0.6805
2024.47,-2.2657,-2.2419,-1.0090,-0.6678,-1.0172,-0.6761
2031.57,-2.2660,-2.2423,-1.0141,-0.6702,-1.0159,-0.6720
2038.70,-2.2672,-2.2435,-1.0192,-0.6726,-1.0158,-0.6692
2045.85,-2.2684,-2.2446,-1.0244,-0.6750,-1.0160,-0.6667
2053.03,-2.2695,-2.2457,-1.0295,-0.6774,-1.0165,-0.6645
2060.24,-2.2705,-2.2468,-1.0346,-0.6798,-1.0173,-0.6626
2067.47,-2.2715,-2.2477,-1.0397,-0.6822,-1.0184,-0.6610
2074.73,-2.2724,-2.2486,-1.0448,-0.6846,-1.0198,-0.6597
2082.01,-2.2759,-2.2522,-1.0499,-0.6870,-1.0243,-0.6615
2089.31,-2.2831,-2.2593,-1.0550,-0.6894,-1.0329,-0.6674
2096.65,-2.2902,-2.2664,-1.0601,-0.6918,-1.0422,-0.6740
2104.00,-2.2973,-2.2735,-1.0652,-0.6942,-1.0522,-0.6813
2111.39,-2.3043,-2.2805,-1.0704,-0.6967,-1.0629,-0.6893
2118.80,-2.3113,-2.2876,-1.0755,-0.6991,-1.0743,-0.6980
2126.23,-2.3183,-2.2946,-1.0806,-0.7015,-1.0865,-0.7075
2133.69,-2.3253,-2.3015,-1.0857,-0.7039,-1.0993,-0.7177
2141.18,-2.3322,-2.3084,-1.0908,-0.7064,-1.1129,-0.7286
2148.70,-2.3391,-2.3153,-1.0959,-0.7088,-1.1273,-0.7403
2156.24,-2.3470,-2.3232,-1.1010,-0.7112,-1.1434,-0.7537
2163.80,-2.3560,-2.3322,-1.1061,-0.7136,-1.1615,-0.7691
2171.40,-2.3649,-2.3411,-1.1112,-0.7161,-1.1803,-0.7853
2179.02,-2.3738,-2.3500,-1.1163,-0.7185,-1.1999,-0.8022
2186.67,-2.3825,-2.3587,-1.1214,-0.7210,-1.2202,-0.8199
2194.34,-2.3911,-2.3674,-1.1265,-0.7234,-1.2413,-0.8383
2202.04,-2.3997,-2.3759,-1.1316,-0.7258,-1.2632,-0.8575
2209.77,-2.3815,-2.3577,-1.1367,-0.7283,-1.2591,-0.8508
2217.52,-2.3584,-2.3346,-1.1418,-0.7307,-1.2509,-0.8399
2225.31,-2.3350,-2.3112,-1.1470,-0.7332,-1.2431,-0.8294
2233.12,-2.3113,-2.2875,-1.1521,-0.7356,-1.2356,-0.8193
2240.95,-2.2873,-2.2635,-1.1572,-0.7381,-1.2286,-0.8096
2248.82,-2.2630,-2.2391,-1.1623,-0.7405,-1.2220,-0.8003
2256.71,-2.2383,-2.2145,-1.1674,-0.7430,-1.2157,-0.7914
2264.63,-2.2133,-2.1895,-1.1725,-0.7454,-1.2099,-0.7829
2272.58,-2.1880,-2.1642,-1.1776,-0.7479,-1.2045,-0.7749
2280.55,-2.1624,-2.1386,-1.1827,-0.7503,-1.1996,-0.7673
2288.56,-2.1364,-2.1126,-1.1878,-0.7528,-1.1949,-0.7600
2296.59,-2.1101,-2.0863,-1.1929,-0.7552,-1.1908,-0.7532
2304.65,-2.0835,-2.0596,-1.1980,-0.7577,-1.1872,-0.7470
2312.73,-2.0565,-2.0327,-1.2031,-0.7601,-1.1840,-0.7412
2320.85,-2.0293,-2.0055,-1.2082,-0.7626,-1.1814,-0.7359
2329.00,-2.0018,-1.9780,-1.2133,-0.7651,-1.1792,-0.7311
2337.17,-1.9774,-1.9536,-1.2184,-0.7675,-1.1810,-0.7302
2345.37,-1.9614,-1.9376,-1.2235,-0.7700,-1.1906,-0.7372
2353.60,-1.9453,-1.9214,-1.2286,-0.7725,-1.1989,-0.7429
2361.86,-1.9289,-1.9051,-1.2337,-0.7749,-1.2061,-0.7474
2370.15,-1.9123,-1.8885,-1.2388,-0.7774,-1.2119,-0.7506
2378.47,-1.8955,-1.8716,-1.2439,-0.7799,-1.2166,-0.7526
2386.82,-1.8785,-1.8546,-1.2490,-0.7823,-1.2199,-0.7534
2395.19,-1.8612,-1.8374,-1.2541,-0.7848,-1.2220,-0.7528
2403.60,-1.8438,-1.8200,-1.2591,-0.7873,-1.2229,-0.7511
2412.03,-1.8262,-1.8024,-1.2642,-0.7898,-1.2224,-0.7480
2420.50,-1.8090,-1.7851,-1.2693,-0.7922,-1.2213,-0.7442
2428.99,-1.7921,-1.7683,-1.2744,-0.7947,-1.2195,-0.7398
2437.52,-1.7750,-1.7512,-1.2795,-0.7972,-1.2163,-0.7340
2446.07,-1.7577,-1.7338,-1.2846,-0.7996,-1.2119,-0.7269
2454.66,-1.7401,-1.7163,-1.2897,-0.8021,-1.2061,-0.7185
2463.27,-1.7223,-1.6985,-1.2948,-0.8046,-1.1989,-0.7088
2471.91,-1.7043,-1.6804,-1.2999,-0.8071,-1.1905,-0.6977
2480.59,-1.7066,-1.6828,-1.3050,-0.8096,-1.2014,-0.7060
2489.30,-1.7171,-1.6933,-1.3101,-0.8120,-1.2199,-0.7218
2498.03,-1.7276,-1.7037,-1.3152,-0.8145,-1.2377,-0.7371
2506.80,-1.7380,-1.7141,-1.3203,-0.8170,-1.2549,-0.7516
2515.60,-1.7483,-1.7244,-1.3254,-0.8195,-1.2714,-0.7656
2524.42,-1.7586,-1.7347,-1.3305,-0.8220,-1.2873,-0.7788
2533.28,-1.7688,-1.7449,-1.3356,-0.8244,-1.3026,-0.7915
2542.17,-1.7790,-1.7551,-1.3407,-0.8269,-1.3171,-0.8034
2551.09,-1.7891,-1.7653,-1.3457,-0.8294,-1.3310,-0.8147
2560.05,-1.7992,-1.7753,-1.3508,-0.8319,-1.3443,-0.8254
2569.03,-1.8085,-1.7846,-1.3559,-0.8344,-1.3561,-0.8346
2578.05,-1.8177,-1.7939,-1.3610,-0.8369,-1.3674,-0.8432
2587.10,-1.8270,-1.8031,-1.3661,-0.8393,-1.3780,-0.8513
2596.17,-1.8362,-1.8124,-1.3712,-0.8418,-1.3880,-0.8587
2605.29,-1.8454,-1.8216,-1.3763,-0.8443,-1.3974,-0.8655
2614.43,-1.8546,-1.8307,-1.3814,-0.8468,-1.4062,-0.8716
2623.60,-1.8629,-1.8390,-1.3865,-0.8493,-1.4134,-0.8762
2632.81,-1.8661,-1.8422,-1.3916,-0.8518,-1.4158,-0.8760
2642.05,-1.8692,-1.8454,-1.3967,-0.8542,-1.4187,-0.8763
2651.32,-1.8723,-1.8485,-1.4017,-0.8567,-1.4222,-0.8772
2660.63,-1.8754,-1.8515,-1.4068,-0.8592,-1.4262,-0.8786
2669.96,-1.8784,-1.8545,-1.4119,-0.8617,-1.4307,-0.8805
2679.33,-1.8813,-1.8575,-1.4170,-0.8642,-1.4358,-0.8830
2688.74,-1.8842,-1.8604,-1.4221,-0.8667,-1.4415,-0.8861
2698.17,-1.8871,-1.8632,-1.4272,-0.8692,-1.4477,-0.8897
2707.64,-1.8899,-1.8660,-1.4323,-0.8716,-1.4545,-0.8938
2717.14,-1.8925,-1.8686,-1.4374,-0.8741,-1.4616,-0.8984
2726.68,-1.8949,-1.8710,-1.4424,-0.8766,-1.4692,-0.9034
2736.25,-1.8973,-1.8734,-1.4475,-0.8791,-1.4774,-0.9089
2745.85,-1.8996,-1.8758,-1.4526,-0.8816,-1.4861,-0.9150
2755.49,-1.9019,-1.8781,-1.4577,-0.8841,-1.4953,-0.9217
2765.16,-1.9042,-1.8803,-1.4628,-0.8865,-1.5052,-0.9289
2774.86,-1.9064,-1.8826,-1.4679,-0.8890,-1.5156,-0.9368
2784.60,-1.9021,-1.8783,-1.4730,-0.8915,-1.5201,-0.9386
2794.37,-1.8929,-1.8691,-1.4780,-0.8940,-1.5194,-0.9353
2804.18,-1.8837,-1.8598,-1.4831,-0.8965,-1.5183,-0.9317
2814.02,-1.8743,-1.8505,-1.4882,-0.8990,-1.5169,-0.9276
2823.90,-1.8649,-1.8410,-1.4933,-0.9014,-1.5151,-0.9232
2833.81,-1.8554,-1.8315,-1.4984,-0.9039,-1.5129,-0.9184
