freq_Hz,harman_inroom_dB,bbc_inroom_dB,harman_target_dB,bbc_target_dB,harman_postdsp_dB,bbc_postdsp_dB
9325.36,-3.2502,-3.2263,-3.2208,-2.8953,-3.2703,-2.9447
9358.09,-3.2633,-3.2395,-3.2258,-2.9007,-3.2836,-2.9583
9390.93,-3.2765,-3.2526,-3.2309,-2.9061,-3.2970,-2.9721
9423.89,-3.2795,-3.2556,-3.2359,-2.9115,-3.3005,-2.9759
9456.96,-3.2759,-3.2520,-3.2410,-2.9169,-3.2978,-2.9735
9490.15,-3.2723,-3.2484,-3.2460,-2.9223,-3.2954,-2.9715
9523.45,-3.2686,-3.2447,-3.2511,-2.9277,-3.2933,-2.9697
9556.87,-3.2649,-3.2410,-3.2562,-2.9330,-3.2915,-2.9682
9590.41,-3.2612,-3.2373,-3.2612,-2.9384,-3.2900,-2.9670
9624.07,-3.2574,-3.2335,-3.2663,-2.9438,-3.2888,-2.9661
9657.85,-3.2536,-3.2297,-3.2713,-2.9491,-3.2879,-2.9655
9691.74,-3.2497,-3.2258,-3.2764,-2.9545,-3.2873,-2.9652
9725.75,-3.2458,-3.2219,-3.2814,-2.9598,-3.2870,-2.9652
9759.88,-3.2419,-3.2180,-3.2865,-2.9652,-3.2870,-2.9655
9794.14,-3.2379,-3.2140,-3.2916,-2.9705,-3.2873,-2.9661
9828.51,-3.2339,-3.2100,-3.2966,-2.9759,-3.2880,-2.9670
9863.00,-3.2298,-3.2059,-3.3017,-2.9812,-3.2889,-2.9683
9897.61,-3.2257,-3.2018,-3.3067,-2.9865,-3.2902,-2.9698
9932.35,-3.2215,-3.1976,-3.3118,-2.9919,-3.2917,-2.9717
9967.20,-3.2176,-3.1937,-3.3168,-2.9972,-3.2939,-2.9741
10002.18,-3.2193,-3.1954,-3.3219,-3.0025,-3.3022,-2.9827
10037.29,-3.2210,-3.1971,-3.3269,-3.0078,-3.3113,-2.9921
10072.51,-3.2227,-3.1988,-3.3320,-3.0132,-3.3213,-3.0023
10107.86,-3.2243,-3.2004,-3.3371,-3.0185,-3.3321,-3.0133
10143.33,-3.2259,-3.2021,-3.3421,-3.0238,-3.3437,-3.0252
10178.93,-3.2276,-3.2037,-3.3472,-3.0291,-3.3561,-3.0378
10214.65,-3.2291,-3.2053,-3.3522,-3.0344,-3.3694,-3.0514
10250.50,-3.2307,-3.2068,-3.3573,-3.0397,-3.3835,-3.0657
10286.47,-3.2323,-3.2084,-3.3623,-3.0450,-3.3984,-3.0809
10322.57,-3.2338,-3.2099,-3.3674,-3.0503,-3.4142,-3.0969
10358.80,-3.2353,-3.2114,-3.3725,-3.0555,-3.4308,-3.1137
10395.15,-3.2368,-3.2129,-3.3775,-3.0608,-3.4483,-3.1314
10431.63,-3.2382,-3.2143,-3.3826,-3.0661,-3.4666,-3.1499
10468.24,-3.2396,-3.2158,-3.3876,-3.0714,-3.4857,-3.1693
10504.98,-3.2411,-3.2172,-3.3927,-3.0767,-3.5057,-3.1895
10541.85,-3.2425,-3.2186,-3.3977,-3.0819,-3.5266,-3.2106
10578.84,-3.2285,-3.2046,-3.4028,-3.0872,-3.5330,-3.2172
10615.97,-3.1972,-3.1733,-3.4079,-3.0924,-3.5226,-3.2070
10653.22,-3.1659,-3.1420,-3.4129,-3.0977,-3.5125,-3.1971
10690.61,-3.1344,-3.1105,-3.4180,-3.1030,-3.5027,-3.1875
10728.13,-3.1027,-3.0788,-3.4230,-3.1082,-3.4931,-3.1781
10765.78,-3.0709,-3.0470,-3.4281,-3.1134,-3.4838,-3.1690
10803.56,-3.0390,-3.0151,-3.4331,-3.1187,-3.4748,-3.1602
10841.47,-3.0070,-2.9831,-3.4382,-3.1239,-3.4661,-3.1516
10879.52,-2.9748,-2.9509,-3.4432,-3.1292,-3.4576,-3.1434
10917.70,-2.9424,-2.9185,-3.4483,-3.1344,-3.4495,-3.1354
10956.02,-2.9100,-2.8861,-3.4534,-3.1396,-3.4416,-3.1277
10994.47,-2.8773,-2.8535,-3.4584,-3.1448,-3.4340,-3.1203
11033.05,-2.8446,-2.8207,-3.4635,-3.1501,-3.4267,-3.1131
11071.77,-2.8117,-2.7878,-3.4685,-3.1553,-3.4196,-3.1062
11110.63,-2.7787,-2.7548,-3.4736,-3.1605,-3.4129,-3.0997
11149.62,-2.7455,-2.7216,-3.4786,-3.1657,-3.4064,-3.0934
11188.75,-2.7122,-2.6883,-3.4837,-3.1709,-3.4003,-3.0873
11228.01,-2.6983,-2.6744,-3.4888,-3.1761,-3.4134,-3.1006
11267.42,-2.6864,-2.6625,-3.4938,-3.1813,-3.4278,-3.1151
11306.96,-2.6745,-2.6506,-3.4989,-3.1865,-3.4413,-3.1287
11346.64,-2.6625,-2.6386,-3.5039,-3.1917,-3.4538,-3.1415
11386.46,-2.6505,-2.6266,-3.5090,-3.1969,-3.4655,-3.1533
11426.42,-2.6383,-2.6144,-3.5140,-3.2021,-3.4763,-3.1642
11466.52,-2.6261,-2.6022,-3.5191,-3.2073,-3.4862,-3.1742
11506.76,-2.6139,-2.5900,-3.5241,-3.2124,-3.4951,-3.1833
11547.14,-2.6015,-2.5776,-3.5292,-3.2176,-3.5032,-3.1914
11587.67,-2.5891,-2.5652,-3.5343,-3.2228,-3.5103,-3.1987
11628.33,-2.5766,-2.5528,-3.5393,-3.2280,-3.5166,-3.2050
11669.14,-2.5641,-2.5402,-3.5444,-3.2331,-3.5219,-3.2105
11710.09,-2.5515,-2.5276,-3.5494,-3.2383,-3.5263,-3.2150
11751.19,-2.5388,-2.5149,-3.5545,-3.2434,-3.5297,-3.2185
11792.43,-2.5260,-2.5021,-3.5595,-3.2486,-3.5322,-3.2211
11833.82,-2.5132,-2.4893,-3.5646,-3.2537,-3.5338,-3.2228
11875.35,-2.5032,-2.4793,-3.5696,-3.2589,-3.5374,-3.2265
11917.02,-2.4990,-2.4752,-3.5747,-3.2640,-3.5467,-3.2359
11958.84,-2.4948,-2.4709,-3.5798,-3.2692,-3.5560,-3.2452
12000.81,-2.4906,-2.4667,-3.5848,-3.2743,-3.5652,-3.2546
12042.93,-2.4863,-2.4624,-3.5899,-3.2795,-3.5744,-3.2639
12085.19,-2.4819,-2.4580,-3.5949,-3.2846,-3.5836,-3.2731
12127.60,-2.4775,-2.4537,-3.6000,-3.2897,-3.5928,-3.2824
12170.16,-2.4731,-2.4492,-3.6050,-3.2948,-3.6020,-3.2916
12212.87,-2.4686,-2.4448,-3.6101,-3.3000,-3.6111,-3.3008
12255.73,-2.4641,-2.4403,-3.6152,-3.3051,-3.6202,-3.3099
12298.75,-2.4596,-2.4357,-3.6202,-3.3102,-3.6292,-3.3191
12341.91,-2.4550,-2.4311,-3.6253,-3.3153,-3.6383,-3.3282
12385.22,-2.4503,-2.4265,-3.6303,-3.3204,-3.6473,-3.3373
12428.68,-2.4457,-2.4218,-3.6354,-3.3255,-3.6563,-3.3463
12472.30,-2.4409,-2.4170,-3.6404,-3.3306,-3.6653,-3.3553
12516.07,-2.4362,-2.4123,-3.6455,-3.3357,-3.6742,-3.3643
12560.00,-2.4314,-2.4075,-3.6505,-3.3408,-3.6832,-3.3733
12604.08,-2.4208,-2.3969,-3.6556,-3.3459,-3.6862,-3.3764
12648.31,-2.4083,-2.3844,-3.6607,-3.3510,-3.6869,-3.3771
12692.70,-2.3958,-2.3719,-3.6657,-3.3561,-3.6868,-3.3770
12737.24,-2.3832,-2.3593,-3.6708,-3.3611,-3.6861,-3.3763
12781.94,-2.3706,-2.3467,-3.6758,-3.3662,-3.6847,-3.3749
12826.80,-2.3579,-2.3340,-3.6809,-3.3713,-3.6826,-3.3729
12871.81,-2.3451,-2.3212,-3.6859,-3.3764,-3.6798,-3.3701
12916.99,-2.3322,-2.3083,-3.6910,-3.3814,-3.6763,-3.3666
12962.32,-2.3193,-2.2954,-3.6960,-3.3865,-3.6722,-3.3625
13007.81,-2.3062,-2.2824,-3.7011,-3.3916,-3.6673,-3.3576
13053.46,-2.2932,-2.2693,-3.7062,-3.3966,-3.6617,-3.3521
13099.27,-2.2800,-2.2561,-3.7112,-3.4017,-3.6555,-3.3458
13145.24,-2.2668,-2.2429,-3.7163,-3.4067,-3.6485,-3.3389
13191.37,-2.2535,-2.2296,-3.7213,-3.4118,-3.6409,-3.3312
13237.67,-2.2401,-2.2162,-3.7264,-3.4168,-3.6325,-3.3228
13284.12,-2.2267,-2.2028,-3.7314,-3.4219,-3.6234,-3.3137
13330.74,-2.2188,-2.1949,-3.7365,-3.4269,-3.6193,-3.3096
13377.53,-2.2346,-2.2108,-3.7415,-3.4320,-3.6376,-3.3279
13424.47,-2.2505,-2.2266,-3.7466,-3.4370,-3.6545,-3.3447
13471.58,-2.2663,-2.2424,-3.7517,-3.4420,-3.6699,-3.3601
13518.86,-2.2822,-2.2583,-3.7567,-3.4470,-3.6838,-3.3740
13566.31,-2.2981,-2.2743,-3.7618,-3.4521,-3.6962,-3.3863
13613.92,-2.3141,-2.2902,-3.7668,-3.4571,-3.7071,-3.3972
13661.69,-2.3301,-2.3062,-3.7719,-3.4621,-3.7165,-3.4066
13709.64,-2.3461,-2.3222,-3.7769,-3.4671,-3.7245,-3.4145
13757.75,-2.3621,-2.3382,-3.7820,-3.4721,-3.7309,-3.4209
13806.03,-2.3782,-2.3543,-3.7870,-3.4771,-3.7358,-3.4258
13854.48,-2.3943,-2.3704,-3.7921,-3.4822,-3.7392,-3.4291
13903.11,-2.4104,-2.3865,-3.7972,-3.4872,-3.7411,-3.4309
13951.90,-2.4266,-2.4027,-3.8022,-3.4922,-3.7414,-3.4312
14000.86,-2.4428,-2.4189,-3.8073,-3.4972,-3.7402,-3.4300
14050.00,-2.4590,-2.4351,-3.8123,-3.5021,-3.7375,-3.4272
14099.30,-2.4752,-2.4513,-3.8174,-3.5071,-3.7333,-3.4229
14148.78,-2.5044,-2.4805,-3.8224,-3.5121,-3.7405,-3.4301
14198.44,-2.5414,-2.5175,-3.8275,-3.5171,-3.7559,-3.4454
14248.27,-2.5785,-2.5546,-3.8325,-3.5221,-3.7717,-3.4611
14298.27,-2.6157,-2.5918,-3.8376,-3.5271,-3.7878,-3.4771
14348.45,-2.6530,-2.6291,-3.8427,-3.5320,-3.8042,-3.4935
14398.80,-2.6904,-2.6665,-3.8477,-3.5370,-3.8210,-3.5102
14449.33,-2.7279,-2.7041,-3.8528,-3.5420,-3.8382,-3.5273
14500.04,-2.7656,-2.7417,-3.8578,-3.5470,-3.8557,-3.5447
14550.93,-2.8033,-2.7794,-3.8629,-3.5519,-3.8736,-3.5625
14602.00,-2.8411,-2.8173,-3.8679,-3.5569,-3.8918,-3.5806
14653.24,-2.8791,-2.8552,-3.8730,-3.5618,-3.9104,-3.5992
14704.66,-2.9171,-2.8932,-3.8780,-3.5668,-3.9294,-3.6180
14756.27,-2.9553,-2.9314,-3.8831,-3.5717,-3.9487,-3.6373
14808.06,-2.9936,-2.9697,-3.8882,-3.5767,-3.9684,-3.6569
14860.02,-3.0319,-3.0080,-3.8932,-3.5816,-3.9885,-3.6768
14912.17,-3.0704,-3.0465,-3.8983,-3.5866,-4.0090,-3.6972
14964.51,-3.1073,-3.0834,-3.9033,-3.5915,-4.0281,-3.7162
15017.02,-3.1149,-3.0910,-3.9084,-3.5965,-4.0190,-3.7069
15069.72,-3.1225,-3.0986,-3.9134,-3.6014,-4.0117,-3.6995
15122.61,-3.1300,-3.1062,-3.9185,-3.6063,-4.0061,-3.6938
15175.68,-3.1376,-3.1137,-3.9235,-3.6113,-4.0024,-3.6900
15228.94,-3.1452,-3.1213,-3.9286,-3.6162,-4.0004,-3.6879
15282.39,-3.1528,-3.1289,-3.9336,-3.6211,-4.0003,-3.6876
15336.02,-3.1604,-3.1365,-3.9387,-3.6260,-4.0020,-3.6892
15389.84,-3.1679,-3.1441,-3.9438,-3.6309,-4.0055,-3.6925
15443.85,-3.1755,-3.1516,-3.9488,-3.6359,-4.0108,-3.6977
15498.05,-3.1831,-3.1592,-3.9539,-3.6408,-4.0180,-3.7047
15552.44,-3.1907,-3.1668,-3.9589,-3.6457,-4.0270,-3.7136
15607.02,-3.1983,-3.1744,-3.9640,-3.6506,-4.0378,-3.7243
15661.79,-3.2058,-3.1819,-3.9690,-3.6555,-4.0505,-3.7369
15716.75,-3.2134,-3.1895,-3.9741,-3.6604,-4.0651,-3.7513
15771.91,-3.2210,-3.1971,-3.9791,-3.6653,-4.0815,-3.7675
15827.26,-3.2286,-3.2047,-3.9842,-3.6702,-4.0998,-3.7857
15882.80,-3.2219,-3.1980,-3.9893,-3.6751,-4.1057,-3.7914
15938.54,-3.2001,-3.1762,-3.9943,-3.6800,-4.0957,-3.7813
15994.48,-3.1782,-3.1543,-3.9994,-3.6849,-4.0847,-3.7701
16050.61,-3.1561,-3.1322,-4.0044,-3.6897,-4.0728,-3.7580
16106.94,-3.1340,-3.1101,-4.0095,-3.6946,-4.0598,-3.7449
16163.46,-3.1117,-3.0879,-4.0145,-3.6995,-4.0459,-3.7308
16220.19,-3.0894,-3.0655,-4.0196,-3.7044,-4.0310,-3.7156
16277.11,-3.0669,-3.0430,-4.0246,-3.7093,-4.0151,-3.6995
16334.24,-3.0444,-3.0205,-4.0297,-3.7141,-3.9981,-3.6824
16391.56,-3.0217,-2.9978,-4.0348,-3.7190,-3.9802,-3.6643
16449.08,-2.9989,-2.9751,-4.0398,-3.7239,-3.9613,-3.6452
16506.81,-2.9761,-2.9522,-4.0449,-3.7287,-3.9414,-3.6251
16564.74,-2.9531,-2.9292,-4.0499,-3.7336,-3.9204,-3.6040
16622.87,-2.9300,-2.9061,-4.0550,-3.7384,-3.8984,-3.5818
16681.21,-2.9068,-2.8829,-4.0600,-3.7433,-3.8755,-3.5586
16739.75,-2.8835,-2.8596,-4.0651,-3.7481,-3.8515,-3.5344
16798.50,-2.8601,-2.8362,-4.0701,-3.7530,-3.8264,-3.5092
16857.45,-2.8913,-2.8674,-4.0752,-3.7578,-3.8549,-3.5374
16916.61,-2.9278,-2.9039,-4.0802,-3.7627,-3.8873,-3.5696
16975.98,-2.9643,-2.9404,-4.0853,-3.7675,-3.9185,-3.6006
17035.56,-3.0010,-2.9771,-4.0904,-3.7724,-3.9486,-3.6305
17095.34,-3.0377,-3.0138,-4.0954,-3.7772,-3.9775,-3.6591
17155.34,-3.0746,-3.0507,-4.1005,-3.7820,-4.0052,-3.6866
17215.54,-3.1115,-3.0876,-4.1055,-3.7869,-4.0317,-3.7129
17275.96,-3.1486,-3.1247,-4.1106,-3.7917,-4.0570,-3.7380
17336.59,-3.1857,-3.1618,-4.1156,-3.7965,-4.0811,-3.7619
17397.43,-3.2230,-3.1991,-4.1207,-3.8014,-4.1041,-3.7846
17458.48,-3.2604,-3.2365,-4.1257,-3.8062,-4.1258,-3.8061
17519.75,-3.2978,-3.2740,-4.1308,-3.8110,-4.1463,-3.8264
17581.24,-3.3354,-3.3115,-4.1359,-3.8158,-4.1656,-3.8455
17642.94,-3.3731,-3.3492,-4.1409,-3.8206,-4.1837,-3.8633
17704.85,-3.4109,-3.3870,-4.1460,-3.8254,-4.2006,-3.8800
17766.99,-3.4488,-3.4249,-4.1510,-3.8302,-4.2163,-3.8954
17829.34,-3.4805,-3.4566,-4.1561,-3.8350,-4.2245,-3.9033
17891.91,-3.5004,-3.4766,-4.1611,-3.8398,-4.2213,-3.8999
17954.70,-3.5204,-3.4965,-4.1662,-3.8446,-4.2189,-3.8973
18017.71,-3.5404,-3.5165,-4.1712,-3.8494,-4.2172,-3.8953
18080.94,-3.5605,-3.5366,-4.1763,-3.8542,-4.2163,-3.8941
18144.40,-3.5806,-3.5567,-4.1813,-3.8590,-4.2161,-3.8937
18208.07,-3.6007,-3.5768,-4.1864,-3.8638,-4.2167,-3.8940
18271.97,-3.6209,-3.5970,-4.1915,-3.8686,-4.2180,-3.8951
18336.10,-3.6411,-3.6173,-4.1965,-3.8734,-4.2201,-3.8969
18400.45,-3.6614,-3.6375,-4.2016,-3.8782,-4.2229,-3.8995
18465.02,-3.6817,-3.6579,-4.2066,-3.8830,-4.2265,-3.9028
18529.82,-3.7021,-3.6782,-4.2117,-3.8877,-4.2309,-3.9069
18594.85,-3.7225,-3.6986,-4.2167,-3.8925,-4.2360,-3.9117
18660.11,-3.7430,-3.7191,-4.2218,-3.8973,-4.2419,-3.9173
18725.60,-3.7635,-3.7396,-4.2268,-3.9021,-4.2486,-3.9237
18791.31,-3.7840,-3.7601,-4.2319,-3.9068,-4.2560,-3.9309
18857.26,-3.8046,-3.7807,-4.2369,-3.9116,-4.2643,-3.9388
18923.44,-3.8197,-3.7958,-4.2420,-3.9164,-3.6615,-3.3358
18989.85,-3.8331,-3.8093,-4.2471,-3.9211,-3.0578,-2.7318
19056.49,-3.8466,-3.8227,-4.2521,-3.9259,-2.4547,-2.1284
19123.37,-3.8601,-3.8363,-4.2572,-3.9306,-1.8522,-1.5256
19190.48,-3.8737,-3.8498,-4.2622,-3.9354,-1.2504,-0.9235
19257.83,-3.8872,-3.8633,-4.2673,-3.9402,-0.6492,-0.3219
19325.41,-3.9008,-3.8769,-4.2723,-3.9449,-0.0486,0.2789
19393.23,-3.9144,-3.8905,-4.2774,-3.9497,0.5514,0.8792
19461.29,-3.9280,-3.9041,-4.2824,-3.9544,1.1507,1.4788
19529.59,-3.9416,-3.9177,-4.2875,-3.9591,1.7494,2.0778
19598.13,-3.9553,-3.9314,-4.2926,-3.9639,2.3474,2.6762
19666.91,-3.9690,-3.9451,-4.2976,-3.9686,2.9448,3.2739
19735.93,-3.9827,-3.9588,-4.3027,-3.9734,3.5416,3.8710
19805.19,-3.9964,-3.9725,-4.3077,-3.9781,4.1377,4.4674
19874.69,-4.0101,-3.9862,-4.3128,-3.9828,4.7332,5.0632
19944.44,-4.0239,-4.0000,-4.3178,-3.9875,5.3280,5.6584
20014.44,-24.0346,-24.0107,-4.3229,-3.9923,-14.0747,-13.7440
20084.67,-24.0346,-24.0107,-4.3279,-3.9970,-13.4672,-13.1362
20155.16,-24.0346,-24.0107,-4.3330,-4.0017,-12.8601,-12.5287
20225.89,-24.0346,-24.0107,-4.3380,-4.0064,-12.2534,-11.9217
20296.87,-24.0346,-24.0107,-4.3431,-4.0112,-11.6471,-11.3151
20368.11,-24.0346,-24.0107,-4.3482,-4.0159,-11.0412,-10.7088
20439.59,-24.0346,-24.0107,-4.3532,-4.0206,-10.4358,-10.1030
20511.32,-24.0346,-24.0107,-4.3583,-4.0253,-9.8307,-9.4976
20583.30,-24.0346,-24.0107,-4.3633,-4.0300,-9.2260,-8.8926
20655.54,-24.0346,-24.0107,-4.3684,-4.0347,-8.6218,-8.2880
20728.02,-24.0346,-24.0107,-4.3734,-4.0394,-8.0180,-7.6839
20800.77,-24.0346,-24.0107,-4.3785,-4.0441,-7.4146,-7.0801
20873.77,-24.0346,-24.0107,-4.3835,-4.0488,-6.8114,-6.4766
20947.02,-24.0346,-24.0107,-4.3886,-4.0535,-6.2085,-5.8734
21020.53,-24.0346,-24.0107,-4.3936,-4.0582,-5.6059,-5.2705
21094.30,-24.0346,-24.0107,-4.3987,-4.0629,-5.0036,-4.6678
21168.33,-24.0346,-24.0107,-4.4038,-4.0676,-4.4015,-4.0654
21242.62,-24.0346,-24.0107,-4.4088,-4.0723,-4.4056,-4.0692
21317.17,-24.0346,-24.0107,-4.4139,-4.0770,-4.4096,-4.0729
21391.98,-24.0346,-24.0107,-4.4189,-4.0817,-4.4134,-4.0765
21467.06,-24.0346,-24.0107,-4.4240,-4.0863,-4.4171,-4.0799
21542.39,-24.0346,-24.0108,-4.4290,-4.0910,-4.4206,-4.0832
21617.99,-24.0346,-24.0108,-4.4341,-4.0957,-4.4240,-4.0863
21693.86,-24.0346,-24.0108,-4.4391,-4.1004,-4.4272,-4.0893
21769.99,-24.0346,-24.0108,-4.4442,-4.1051,-4.4303,-4.0921
21846.39,-24.0346,-24.0108,-4.4492,-4.1097,-4.4332,-4.0948
21923.06,-24.0346,-24.0108,-4.4543,-4.1144,-4.4359,-4.0974
22000.00,-24.0346,-24.0108,-4.4594,-4.1191,-4.4385,-4.0998
