freq_Hz,mk2_on_axis,mk2_LW,mk2_ER,mk2_SP,mk2_DI,mk2_PIR,mk3_on_axis,mk3_LW,mk3_ER,mk3_SP,mk3_DI,mk3_PIR
1187.345,0.0000,-0.1313,-0.8241,-0.6501,0.6501,-0.3129,0.0000,-0.1473,-0.8970,-0.7321,0.7321,-0.3506
1198.354,0.0000,-0.1316,-0.8261,-0.6516,0.6516,-0.3136,0.0000,-0.1594,-0.9675,-0.7938,0.7938,-0.3788
1209.464,0.0000,-0.1320,-0.8278,-0.6530,0.6530,-0.3142,0.0000,-0.1732,-1.0488,-0.8648,0.8648,-0.4109
1220.678,0.0000,-0.1323,-0.8292,-0.6541,0.6541,-0.3148,0.0000,-0.1889,-1.1415,-0.9454,0.9454,-0.4470
1231.996,0.0000,-0.1326,-0.8304,-0.6551,0.6551,-0.3152,0.0000,-0.2064,-1.2463,-1.0362,1.0362,-0.4873
1243.418,0.0000,-0.1328,-0.8313,-0.6558,0.6558,-0.3155,0.0000,-0.2258,-1.3641,-1.1379,1.1379,-0.5318
1254.946,0.0000,-0.1332,-0.8326,-0.6570,0.6570,-0.3161,0.0000,-0.2472,-1.4956,-1.2511,1.2511,-0.5806
1266.582,0.0000,-0.1345,-0.8400,-0.6634,0.6634,-0.3191,0.0000,-0.2706,-1.6419,-1.3762,1.3762,-0.6338
1278.325,0.0000,-0.1372,-0.8551,-0.6767,0.6767,-0.3252,0.0000,-0.2962,-1.8037,-1.5140,1.5140,-0.6914
1290.177,0.0000,-0.1413,-0.8784,-0.6971,0.6971,-0.3346,0.0000,-0.3239,-1.9822,-1.6650,1.6650,-0.7532
1302.139,0.0000,-0.1469,-0.9104,-0.7251,0.7251,-0.3474,0.0000,-0.3537,-2.1781,-1.8299,1.8299,-0.8193
1314.212,0.0000,-0.1541,-0.9517,-0.7612,0.7612,-0.3639,0.0000,-0.3858,-2.3927,-2.0091,2.0091,-0.8894
1326.396,0.0000,-0.1629,-1.0031,-0.8059,0.8059,-0.3843,0.0000,-0.4200,-2.6270,-2.2033,2.2033,-0.9634
1338.694,0.0000,-0.1735,-1.0651,-0.8598,0.8598,-0.4087,0.0000,-0.4564,-2.8819,-2.4129,2.4129,-1.0410
1351.106,0.0000,-0.1859,-1.1385,-0.9235,0.9235,-0.4372,0.0000,-0.4950,-3.1586,-2.6382,2.6382,-1.1218
1363.632,0.0000,-0.2002,-1.2242,-0.9975,0.9975,-0.4702,0.0000,-0.5356,-3.4581,-2.8796,2.8796,-1.2054
1376.275,0.0000,-0.2166,-1.3231,-1.0826,1.0826,-0.5077,0.0000,-0.5781,-3.7814,-3.1372,3.1372,-1.2913
1389.036,0.0000,-0.2351,-1.4360,-1.1794,1.1794,-0.5498,0.0000,-0.6226,-4.1295,-3.4110,3.4110,-1.3789
1401.914,0.0000,-0.2557,-1.5640,-1.2887,1.2887,-0.5967,0.0000,-0.6687,-4.5032,-3.7008,3.7008,-1.4676
1414.912,0.0000,-0.2786,-1.7081,-1.4111,1.4111,-0.6485,0.0000,-0.7164,-4.9032,-4.0060,4.0060,-1.5566
1428.030,0.0000,-0.3039,-1.8696,-1.5475,1.5475,-0.7052,0.0000,-0.7654,-5.3301,-4.3260,4.3260,-1.6453
1441.270,0.0000,-0.3316,-2.0495,-1.6985,1.6985,-0.7668,0.0000,-0.8156,-5.7843,-4.6598,4.6598,-1.7328
1454.633,0.0000,-0.3617,-2.2491,-1.8650,1.8650,-0.8331,0.0000,-0.8665,-6.2660,-5.0058,5.0058,-1.8184
1468.120,0.0000,-0.3944,-2.4697,-2.0476,2.0476,-0.9042,0.0000,-0.9179,-6.7749,-5.3623,5.3623,-1.9013
1481.731,0.0000,-0.4295,-2.7126,-2.2469,2.2469,-0.9797,0.0000,-0.9695,-7.3105,-5.7271,5.7271,-1.9809
1495.469,0.0000,-0.4671,-2.9792,-2.4636,2.4636,-1.0594,0.0000,-1.0209,-7.8718,-6.0975,6.0975,-2.0565
1509.335,0.0000,-0.5072,-3.2706,-2.6982,2.6982,-1.1428,0.0000,-1.0717,-8.4571,-6.4704,6.4704,-2.1275
1523.328,0.0000,-0.5497,-3.5883,-2.9510,2.9510,-1.2295,0.0000,-1.1216,-9.0643,-6.8425,6.8425,-2.1936
1537.452,0.0000,-0.5945,-3.9334,-3.2221,3.2221,-1.3188,0.0000,-1.1701,-9.6905,-7.2100,7.2100,-2.2544
1551.706,0.0000,-0.6415,-4.3071,-3.5115,3.5115,-1.4101,0.0000,-1.2169,-10.3321,-7.5691,7.5691,-2.3098
1566.093,0.0000,-0.6905,-4.7104,-3.8189,3.8189,-1.5026,0.0000,-1.2616,-10.9847,-7.9158,7.9158,-2.3598
1580.613,0.0000,-0.7412,-5.1442,-4.1436,4.1436,-1.5953,0.0000,-1.3038,-11.6429,-8.2466,8.2466,-2.4043
1595.268,0.0000,-0.7935,-5.6090,-4.4846,4.4846,-1.6875,0.0000,-1.3432,-12.3009,-8.5579,8.5579,-2.4436
1610.058,0.0000,-0.8469,-6.1052,-4.8405,4.8405,-1.7781,0.0000,-1.3796,-12.9519,-8.8470,8.8470,-2.4779
1624.986,0.0000,-0.9013,-6.6327,-5.2093,5.2093,-1.8664,0.0000,-1.4128,-13.5891,-9.1116,9.1116,-2.5077
1640.052,0.0000,-0.9560,-7.1909,-5.5884,5.5884,-1.9513,0.0000,-1.4425,-14.2053,-9.3504,9.3504,-2.5331
1655.258,0.0000,-1.0109,-7.7787,-5.9751,5.9751,-2.0321,0.0000,-1.4689,-14.7937,-9.5629,9.5629,-2.5548
1670.605,0.0000,-1.0653,-8.3942,-6.3657,6.3657,-2.1081,0.0000,-1.4919,-15.3482,-9.7492,9.7492,-2.5730
1686.094,0.0000,-1.1188,-9.0347,-6.7564,6.7564,-2.1787,0.0000,-1.5116,-15.8641,-9.9103,9.9103,-2.5881
1701.726,0.0000,-1.1710,-9.6968,-7.1428,7.1428,-2.2436,0.0000,-1.5283,-16.3378,-10.0479,10.0479,-2.6007
1717.504,0.0000,-1.2213,-10.3758,-7.5203,7.5203,-2.3025,0.0000,-1.5423,-16.7680,-10.1641,10.1641,-2.6110
1733.428,0.0000,-1.2692,-11.0661,-7.8845,7.8845,-2.3554,0.0000,-1.5539,-17.1547,-10.2612,10.2612,-2.6195
1749.499,0.0000,-1.3143,-11.7610,-8.2310,8.2310,-2.4023,0.0000,-1.5636,-17.5000,-10.3419,10.3419,-2.6264
1765.720,0.0000,-1.3561,-12.4528,-8.5559,8.5559,-2.4434,0.0000,-1.5718,-17.8068,-10.4087,10.4087,-2.6320
1782.091,0.0000,-1.3944,-13.1333,-8.8560,8.8560,-2.4790,0.0000,-1.5789,-18.0789,-10.4638,10.4638,-2.6366
1798.613,0.0000,-1.4289,-13.7935,-9.1288,9.1288,-2.5095,0.0000,-1.5856,-18.3195,-10.5094,10.5094,-2.6403
1815.289,0.0000,-1.4594,-14.4251,-9.3729,9.3729,-2.5355,0.0000,-1.5919,-18.5423,-10.5494,10.5494,-2.6435
1832.120,0.0000,-1.4858,-15.0200,-9.5879,9.5879,-2.5573,0.0000,-1.5981,-18.7633,-10.5876,10.5876,-2.6466
1849.106,0.0000,-1.5082,-15.5719,-9.7743,9.7743,-2.5754,0.0000,-1.6040,-18.9824,-10.6240,10.6240,-2.6495
1866.250,0.0000,-1.5268,-16.0762,-9.9336,9.9336,-2.5903,0.0000,-1.6098,-19.1997,-10.6588,10.6588,-2.6523
1883.553,0.0000,-1.5418,-16.5311,-10.0677,10.0677,-2.6025,0.0000,-1.6154,-19.4148,-10.6920,10.6920,-2.6549
1901.017,0.0000,-1.5538,-16.9372,-10.1795,10.1795,-2.6124,0.0000,-1.6208,-19.6279,-10.7237,10.7237,-2.6574
1918.642,0.0000,-1.5632,-17.2977,-10.2719,10.2719,-2.6204,0.0000,-1.6260,-19.8386,-10.7539,10.7539,-2.6597
1936.431,0.0000,-1.5707,-17.6181,-10.3482,10.3482,-2.6269,0.0000,-1.6310,-20.0471,-10.7827,10.7827,-2.6620
1954.384,0.0000,-1.5769,-17.9052,-10.4116,10.4116,-2.6322,0.0000,-1.6359,-20.2530,-10.8101,10.8101,-2.6641
1972.504,0.0000,-1.5826,-18.1670,-10.4653,10.4653,-2.6367,0.0000,-1.6406,-20.4564,-10.8362,10.8362,-2.6661
1990.792,0.0000,-1.5885,-18.4107,-10.5119,10.5119,-2.6405,0.0000,-1.6452,-20.6571,-10.8610,10.8610,-2.6680
2009.250,0.0000,-1.5950,-18.6440,-10.5538,10.5538,-2.6439,0.0000,-1.6496,-20.8550,-10.8847,10.8847,-2.6698
2027.879,0.0000,-1.6014,-18.8746,-10.5936,10.5936,-2.6471,0.0000,-1.6538,-21.0501,-10.9072,10.9072,-2.6714
2046.680,0.0000,-1.6076,-19.1033,-10.6316,10.6316,-2.6501,0.0000,-1.6579,-21.2422,-10.9286,10.9286,-2.6730
2065.656,0.0000,-1.6136,-19.3302,-10.6678,10.6678,-2.6530,0.0000,-1.6619,-21.4314,-10.9489,10.9489,-2.6746
2084.808,0.0000,-1.6195,-19.5549,-10.7024,10.7024,-2.6557,0.0000,-1.6657,-21.6174,-10.9683,10.9683,-2.6760
2104.137,0.0000,-1.6251,-19.7775,-10.7353,10.7353,-2.6583,0.0000,-1.6693,-21.8003,-10.9867,10.9867,-2.6774
2123.646,0.0000,-1.6305,-19.9977,-10.7666,10.7666,-2.6607,0.0000,-1.6729,-21.9799,-11.0042,11.0042,-2.6787
2143.335,0.0000,-1.6358,-20.2155,-10.7964,10.7964,-2.6630,0.0000,-1.6763,-22.1561,-11.0208,11.0208,-2.6799
2163.207,0.0000,-1.6408,-20.4308,-10.8248,10.8248,-2.6652,0.0000,-1.6796,-22.3291,-11.0366,11.0366,-2.6810
2183.263,0.0000,-1.6457,-20.6433,-10.8518,10.8518,-2.6673,0.0000,-1.6827,-22.4985,-11.0516,11.0516,-2.6821
2203.506,0.0000,-1.6505,-20.8530,-10.8774,10.8774,-2.6692,0.0000,-1.6858,-22.6645,-11.0659,11.0659,-2.6832
2223.935,0.0000,-1.6550,-21.0599,-10.9018,10.9018,-2.6710,0.0000,-1.6887,-22.8270,-11.0794,11.0794,-2.6841
2244.555,0.0000,-1.6594,-21.2636,-10.9250,10.9250,-2.6728,0.0000,-1.6915,-22.9859,-11.0922,11.0922,-2.6851
2265.365,0.0000,-1.6637,-21.4643,-10.9470,10.9470,-2.6744,0.0000,-1.6942,-23.1412,-11.1044,11.1044,-2.6859
2286.369,0.0000,-1.6677,-21.6617,-10.9678,10.9678,-2.6760,0.0000,-1.6968,-23.2928,-11.1160,11.1160,-2.6868
2307.567,0.0000,-1.6717,-21.8558,-10.9877,10.9877,-2.6774,0.0000,-1.6993,-23.4408,-11.1270,11.1270,-2.6876
2328.961,0.0000,-1.6755,-22.0464,-11.0065,11.0065,-2.6788,0.0000,-1.7017,-23.5851,-11.1375,11.1375,-2.6883
2350.554,0.0000,-1.6791,-22.2335,-11.0243,11.0243,-2.6801,0.0000,-1.7040,-23.7257,-11.1474,11.1474,-2.6890
2372.347,0.0000,-1.6826,-22.4170,-11.0412,11.0412,-2.6814,0.0000,-1.7062,-23.8626,-11.1568,11.1568,-2.6897
2394.343,0.0000,-1.6860,-22.5968,-11.0573,11.0573,-2.6825,0.0000,-1.7083,-23.9958,-11.1657,11.1657,-2.6903
2416.542,0.0000,-1.6892,-22.7729,-11.0725,11.0725,-2.6836,0.0000,-1.7104,-24.1253,-11.1742,11.1742,-2.6909
2438.947,0.0000,-1.6923,-22.9451,-11.0869,11.0869,-2.6847,0.0000,-1.7123,-24.2510,-11.1822,11.1822,-2.6915
2461.560,0.0000,-1.6953,-23.1134,-11.1006,11.1006,-2.6857,0.0000,-1.7142,-24.3731,-11.1899,11.1899,-2.6920
2484.382,0.0000,-1.6982,-23.2778,-11.1136,11.1136,-2.6866,0.0000,-1.7160,-24.4914,-11.1971,11.1971,-2.6925
2507.416,0.0000,-1.7009,-23.4382,-11.1258,11.1258,-2.6875,0.0000,-1.7177,-24.6062,-11.2040,11.2040,-2.6930
2530.664,0.0000,-1.7036,-23.5946,-11.1375,11.1375,-2.6883,0.0000,-1.7193,-24.7173,-11.2105,11.2105,-2.6935
2554.127,0.0000,-1.7061,-23.7469,-11.1485,11.1485,-2.6891,0.0000,-1.7209,-24.8247,-11.2167,11.2167,-2.6939
2577.807,0.0000,-1.7085,-23.8952,-11.1589,11.1589,-2.6898,0.0000,-1.7224,-24.9287,-11.2225,11.2225,-2.6943
2601.707,0.0000,-1.7109,-24.0393,-11.1688,11.1688,-2.6905,0.0000,-1.7239,-25.0291,-11.2281,11.2281,-2.6947
2625.829,0.0000,-1.7131,-24.1793,-11.1781,11.1781,-2.6912,0.0000,-1.7253,-25.1260,-11.2333,11.2333,-2.6951
2650.175,0.0000,-1.7152,-24.3152,-11.1870,11.1870,-2.6918,0.0000,-1.7266,-25.2195,-11.2383,11.2383,-2.6954
2674.746,0.0000,-1.7173,-24.4469,-11.1953,11.1953,-2.6924,0.0000,-1.7278,-25.3096,-11.2431,11.2431,-2.6958
2699.545,0.0000,-1.7192,-24.5745,-11.2032,11.2032,-2.6930,0.0000,-1.7290,-25.3963,-11.2475,11.2475,-2.6961
2724.574,0.0000,-1.7211,-24.6981,-11.2107,11.2107,-2.6935,0.0000,-1.7302,-25.4798,-11.2518,11.2518,-2.6964
2749.834,0.0000,-1.7229,-24.8175,-11.2178,11.2178,-2.6940,0.0000,-1.7313,-25.5600,-11.2558,11.2558,-2.6967
2775.330,0.0000,-1.7246,-24.9328,-11.2245,11.2245,-2.6945,0.0000,-1.7323,-25.6371,-11.2596,11.2596,-2.6969
2801.061,0.0000,-1.7262,-25.0441,-11.2309,11.2309,-2.6949,0.0000,-1.7333,-25.7111,-11.2632,11.2632,-2.6972
2827.031,0.0000,-1.7278,-25.1514,-11.2368,11.2368,-2.6953,0.0000,-1.7343,-25.7821,-11.2667,11.2667,-2.6974
2853.242,0.0000,-1.7293,-25.2548,-11.2425,11.2425,-2.6957,0.0000,-1.7352,-25.8501,-11.2699,11.2699,-2.6976
2879.696,0.0000,-1.7307,-25.3542,-11.2478,11.2478,-2.6961,0.0000,-1.7361,-25.9152,-11.2729,11.2729,-2.6979
2906.395,0.0000,-1.7321,-25.4498,-11.2529,11.2529,-2.6965,0.0000,-1.7369,-25.9775,-11.2758,11.2758,-2.6981
2933.342,0.0000,-1.7333,-25.5415,-11.2576,11.2576,-2.6968,0.0000,-1.7377,-26.0370,-11.2786,11.2786,-2.6982
2960.538,0.0000,-1.7346,-25.6296,-11.2621,11.2621,-2.6971,0.0000,-1.7384,-26.0938,-11.2812,11.2812,-2.6984
2987.987,0.0000,-1.7357,-25.7139,-11.2664,11.2664,-2.6974,0.0000,-1.7391,-26.1481,-11.2836,11.2836,-2.6986
3015.690,0.0000,-1.7368,-25.7946,-11.2704,11.2704,-2.6977,0.0000,-1.7398,-26.1998,-11.2859,11.2859,-2.6988
3043.650,0.0000,-1.7379,-25.8718,-11.2742,11.2742,-2.6979,0.0000,-1.7405,-26.2490,-11.2881,11.2881,-2.6989
3071.869,0.0000,-1.7389,-25.9456,-11.2777,11.2777,-2.6982,0.0000,-1.7411,-26.2958,-11.2902,11.2902,-2.6990
3100.350,0.0000,-1.7398,-26.0159,-11.2811,11.2811,-2.6984,0.0000,-1.7416,-26.3404,-11.2921,11.2921,-2.6992
3129.095,0.0000,-1.7407,-26.0830,-11.2842,11.2842,-2.6986,0.0000,-1.7422,-26.3827,-11.2939,11.2939,-2.6993
3158.107,0.0000,-1.7416,-26.1468,-11.2872,11.2872,-2.6988,0.0000,-1.7427,-26.4228,-11.2956,11.2956,-2.6994
3187.387,0.0000,-1.7424,-26.2075,-11.2900,11.2900,-2.6990,0.0000,-1.7432,-26.4608,-11.2973,11.2973,-2.6995
3216.939,0.0000,-1.7432,-26.2651,-11.2926,11.2926,-2.6992,0.0000,-1.7437,-26.4968,-11.2988,11.2988,-2.6996
3246.765,0.0000,-1.7439,-26.3198,-11.2951,11.2951,-2.6994,0.0000,-1.7441,-26.5308,-11.3002,11.3002,-2.6997
3276.867,0.0000,-1.7446,-26.3715,-11.2974,11.2974,-2.6995,0.0000,-1.7445,-26.5630,-11.3016,11.3016,-2.6998
3307.249,0.0000,-1.7452,-26.4205,-11.2995,11.2995,-2.6997,0.0000,-1.7449,-26.5933,-11.3028,11.3028,-2.6999
3337.912,0.0000,-1.7458,-26.4668,-11.3016,11.3016,-2.6998,0.0000,-1.7453,-26.6219,-11.3040,11.3040,-2.7000
3368.860,0.0000,-1.7464,-26.5105,-11.3035,11.3035,-2.7000,0.0000,-1.7456,-26.6488,-11.3051,11.3051,-2.7001
3400.094,0.0000,-1.7469,-26.5517,-11.3053,11.3053,-2.7001,0.0000,-1.7459,-26.6741,-11.3062,11.3062,-2.7002
3431.618,0.0000,-1.7475,-26.5904,-11.3069,11.3069,-2.7002,0.0000,-1.7462,-26.6978,-11.3071,11.3071,-2.7002
3463.434,0.0000,-1.7479,-26.6268,-11.3085,11.3085,-2.7003,0.0000,-1.7465,-26.7201,-11.3080,11.3080,-2.7003
3495.546,0.0000,-1.7484,-26.6609,-11.3099,11.3099,-2.7004,0.0000,-1.7468,-26.7409,-11.3089,11.3089,-2.7003
3527.955,0.0000,-1.7488,-26.6929,-11.3113,11.3113,-2.7005,0.0000,-1.7471,-26.7604,-11.3097,11.3097,-2.7004
3560.664,0.0000,-1.7492,-26.7227,-11.3125,11.3125,-2.7006,0.0000,-1.7473,-26.7786,-11.3104,11.3104,-2.7004
3593.677,0.0000,-1.7495,-26.7506,-11.3137,11.3137,-2.7007,0.0000,-1.7475,-26.7955,-11.3111,11.3111,-2.7005
3626.996,0.0000,-1.7499,-26.7654,-11.3147,11.3147,-2.7007,0.0000,-1.7477,-26.8045,-11.3117,11.3117,-2.7005
3660.623,0.0000,-1.7502,-26.7776,-11.3157,11.3157,-2.7008,0.0000,-1.7479,-26.8119,-11.3123,11.3123,-2.7006
3694.563,0.0000,-1.7505,-26.7891,-11.3166,11.3166,-2.7009,0.0000,-1.7481,-26.8189,-11.3128,11.3128,-2.7006
3728.817,0.0000,-1.7508,-26.7999,-11.3175,11.3175,-2.7009,0.0000,-1.7482,-26.8254,-11.3133,11.3133,-2.7006
3763.389,0.0000,-1.7510,-26.8101,-11.3182,11.3182,-2.7010,0.0000,-1.7484,-26.8316,-11.3138,11.3138,-2.7007
3798.281,0.0000,-1.7512,-26.8197,-11.3189,11.3189,-2.7010,0.0000,-1.7485,-26.8374,-11.3142,11.3142,-2.7007
3833.497,0.0000,-1.7515,-26.8287,-11.3195,11.3195,-2.7011,0.0000,-1.7487,-26.8428,-11.3145,11.3145,-2.7007
3869.039,0.0000,-1.7516,-26.8371,-11.3201,11.3201,-2.7011,0.0000,-1.7488,-26.8479,-11.3148,11.3148,-2.7007
3904.911,0.0000,-1.7518,-26.8450,-11.3206,11.3206,-2.7011,0.0000,-1.7489,-26.8526,-11.3151,11.3151,-2.7008
3941.116,0.0000,-1.7520,-26.8524,-11.3210,11.3210,-2.7012,0.0000,-1.7490,-26.8571,-11.3154,11.3154,-2.7008
3977.656,0.0000,-1.7521,-26.8592,-11.3214,11.3214,-2.7012,0.0000,-1.7491,-26.8612,-11.3156,11.3156,-2.7008
4014.535,0.0000,-1.7523,-26.8656,-11.3217,11.3217,-2.7012,0.0000,-1.7491,-26.8651,-11.3158,11.3158,-2.7008
4051.755,0.0000,-1.7524,-26.8716,-11.3219,11.3219,-2.7012,0.0000,-1.7492,-26.8687,-11.3159,11.3159,-2.7008
4089.321,0.0000,-1.7525,-26.8771,-11.3221,11.3221,-2.7013,0.0000,-1.7493,-26.8720,-11.3160,11.3160,-2.7008
4127.236,0.0000,-1.7526,-26.8822,-11.3223,11.3223,-2.7013,0.0000,-1.7493,-26.8751,-11.3161,11.3161,-2.7008
4165.501,0.0000,-1.7526,-26.8827,-11.3224,11.3224,-2.7013,0.0000,-1.7494,-26.8754,-11.3162,11.3162,-2.7008
4204.122,0.0000,-1.7527,-26.8727,-11.3225,11.3225,-2.7013,0.0000,-1.7494,-26.8693,-11.3163,11.3163,-2.7008
4243.100,0.0000,-1.7527,-26.8636,-11.3226,11.3226,-2.7013,0.0000,-1.7494,-26.8639,-11.3163,11.3163,-2.7008
4282.440,0.0000,-1.7528,-26.8554,-11.3226,11.3226,-2.7013,0.0000,-1.7494,-26.8590,-11.3163,11.3163,-2.7008
4322.145,0.0000,-1.7528,-26.8481,-11.3226,11.3226,-2.7013,0.0000,-1.7495,-26.8546,-11.3163,11.3163,-2.7008
4362.218,0.0000,-1.7528,-26.8416,-11.3226,11.3226,-2.7013,0.0000,-1.7495,-26.8506,-11.3163,11.3163,-2.7008
4402.662,0.0000,-1.7529,-26.8358,-11.3225,11.3225,-2.7013,0.0000,-1.7495,-26.8472,-11.3162,11.3162,-2.7008
4443.482,0.0000,-1.7529,-26.8307,-11.3224,11.3224,-2.7013,0.0000,-1.7495,-26.8441,-11.3162,11.3162,-2.7008
4484.679,0.0000,-1.7529,-26.8263,-11.3223,11.3223,-2.7013,0.0000,-1.7495,-26.8414,-11.3161,11.3161,-2.7008
4526.259,0.0000,-1.7529,-26.8225,-11.3222,11.3222,-2.7013,0.0000,-1.7495,-26.8391,-11.3160,11.3160,-2.7008
4568.224,0.0000,-1.7528,-26.8193,-11.3220,11.3220,-2.7012,0.0000,-1.7495,-26.8372,-11.3159,11.3159,-2.7008
4610.579,0.0000,-1.7528,-26.8165,-11.3218,11.3218,-2.7012,0.0000,-1.7495,-26.8356,-11.3158,11.3158,-2.7008
4653.326,0.0000,-1.7528,-26.8143,-11.3217,11.3217,-2.7012,0.0000,-1.7494,-26.8342,-11.3157,11.3157,-2.7008
4696.469,0.0000,-1.7527,-26.8126,-11.3215,11.3215,-2.7012,0.0000,-1.7494,-26.8332,-11.3156,11.3156,-2.7008
4740.013,0.0000,-1.7527,-26.8112,-11.3213,11.3213,-2.7012,0.0000,-1.7494,-26.8323,-11.3154,11.3154,-2.7008
4783.960,0.0000,-1.7527,-26.8103,-11.3210,11.3210,-2.7012,0.0000,-1.7494,-26.8318,-11.3153,11.3153,-2.7008
4828.314,0.0000,-1.7526,-26.8097,-11.3208,11.3208,-2.7012,0.0000,-1.7493,-26.8314,-11.3152,11.3152,-2.7008
4873.080,0.0000,-1.7525,-26.8094,-11.3206,11.3206,-2.7011,0.0000,-1.7493,-26.8313,-11.3150,11.3150,-2.7008
4918.261,0.0000,-1.7525,-26.8094,-11.3203,11.3203,-2.7011,0.0000,-1.7493,-26.8313,-11.3149,11.3149,-2.7008
4963.861,0.0000,-1.7524,-26.8097,-11.3201,11.3201,-2.7011,0.0000,-1.7492,-26.8315,-11.3147,11.3147,-2.7007
5009.883,0.0000,-1.7523,-26.8103,-11.3198,11.3198,-2.7011,0.0000,-1.7492,-26.8318,-11.3146,11.3146,-2.7007
5056.332,0.0000,-1.7523,-26.8110,-11.3196,11.3196,-2.7011,0.0000,-1.7491,-26.8323,-11.3144,11.3144,-2.7007
5103.212,0.0000,-1.7522,-26.8120,-11.3193,11.3193,-2.7011,0.0000,-1.7491,-26.8329,-11.3143,11.3143,-2.7007
5150.527,0.0000,-1.7521,-26.8132,-11.3191,11.3191,-2.7010,0.0000,-1.7490,-26.8336,-11.3141,11.3141,-2.7007
5198.280,0.0000,-1.7520,-26.8145,-11.3188,11.3188,-2.7010,0.0000,-1.7490,-26.8344,-11.3140,11.3140,-2.7007
5246.476,0.0000,-1.7520,-26.8160,-11.3186,11.3186,-2.7010,0.0000,-1.7489,-26.8352,-11.3138,11.3138,-2.7007
5295.119,0.0000,-1.7519,-26.8176,-11.3183,11.3183,-2.7010,0.0000,-1.7489,-26.8362,-11.3137,11.3137,-2.7007
5344.212,0.0000,-1.7518,-26.8193,-11.3180,11.3180,-2.7010,0.0000,-1.7488,-26.8372,-11.3135,11.3135,-2.7007
5393.761,0.0000,-1.7517,-26.8211,-11.3178,11.3178,-2.7010,0.0000,-1.7488,-26.8383,-11.3133,11.3133,-2.7006
5443.770,0.0000,-1.7516,-26.8230,-11.3175,11.3175,-2.7009,0.0000,-1.7487,-26.8394,-11.3132,11.3132,-2.7006
5494.242,0.0000,-1.7515,-26.8249,-11.3173,11.3173,-2.7009,0.0000,-1.7487,-26.8406,-11.3130,11.3130,-2.7006
5545.182,0.0000,-1.7514,-26.8269,-11.3170,11.3170,-2.7009,0.0000,-1.7486,-26.8418,-11.3129,11.3129,-2.7006
5596.594,0.0000,-1.7513,-26.8289,-11.3168,11.3168,-2.7009,0.0000,-1.7485,-26.8430,-11.3127,11.3127,-2.7006
5648.483,0.0000,-1.7512,-26.8309,-11.3165,11.3165,-2.7009,0.0000,-1.7485,-26.8442,-11.3126,11.3126,-2.7006
5700.853,0.0000,-1.7511,-26.8330,-11.3163,11.3163,-2.7008,0.0000,-1.7484,-26.8455,-11.3124,11.3124,-2.7006
5753.708,0.0000,-1.7510,-26.8351,-11.3160,11.3160,-2.7008,0.0000,-1.7484,-26.8467,-11.3123,11.3123,-2.7006
5807.054,0.0000,-1.7509,-26.8371,-11.3158,11.3158,-2.7008,0.0000,-1.7483,-26.8480,-11.3122,11.3122,-2.7006
5860.894,0.0000,-1.7508,-26.8392,-11.3156,11.3156,-2.7008,0.0000,-1.7482,-26.8492,-11.3120,11.3120,-2.7006
5915.233,0.0000,-1.7507,-26.8412,-11.3153,11.3153,-2.7008,0.0000,-1.7482,-26.8504,-11.3119,11.3119,-2.7005
5970.076,0.0000,-1.7506,-26.8432,-11.3151,11.3151,-2.7008,0.0000,-1.7481,-26.8516,-11.3117,11.3117,-2.7005
6025.428,0.0000,-1.7505,-26.8451,-11.3149,11.3149,-2.7008,0.0000,-1.7481,-26.8528,-11.3116,11.3116,-2.7005
6081.293,0.0000,-1.7504,-26.8471,-11.3147,11.3147,-2.7007,0.0000,-1.7480,-26.8539,-11.3115,11.3115,-2.7005
6137.676,0.0000,-1.7503,-26.8489,-11.3145,11.3145,-2.7007,0.0000,-1.7479,-26.8551,-11.3114,11.3114,-2.7005
6194.581,0.0000,-1.7502,-26.8508,-11.3143,11.3143,-2.7007,0.0000,-1.7479,-26.8562,-11.3112,11.3112,-2.7005
6252.014,0.0000,-1.7501,-26.8525,-11.3141,11.3141,-2.7007,0.0000,-1.7478,-26.8572,-11.3111,11.3111,-2.7005
6309.980,0.0000,-1.7500,-26.8542,-11.3139,11.3139,-2.7007,0.0000,-1.7478,-26.8582,-11.3110,11.3110,-2.7005
6368.483,0.0000,-1.7499,-26.8559,-11.3137,11.3137,-2.7007,0.0000,-1.7477,-26.8592,-11.3109,11.3109,-2.7005
6427.529,0.0000,-1.7498,-26.8574,-11.3135,11.3135,-2.7007,0.0000,-1.7476,-26.8602,-11.3108,11.3108,-2.7005
6487.122,0.0000,-1.7497,-26.8590,-11.3133,11.3133,-2.7006,0.0000,-1.7476,-26.8611,-11.3107,11.3107,-2.7005
6547.267,0.0000,-1.7496,-26.8604,-11.3131,11.3131,-2.7006,0.0000,-1.7475,-26.8619,-11.3105,11.3105,-2.7005
6607.970,0.0000,-1.7495,-26.8615,-11.3130,11.3130,-2.7006,0.0000,-1.7475,-26.8626,-11.3104,11.3104,-2.7004
6669.236,0.0000,-1.7494,-26.8619,-11.3128,11.3128,-2.7006,0.0000,-1.7474,-26.8628,-11.3103,11.3103,-2.7004
6731.070,0.0000,-1.7493,-26.8623,-11.3126,11.3126,-2.7006,0.0000,-1.7473,-26.8631,-11.3102,11.3102,-2.7004
6793.477,0.0000,-1.7492,-26.8628,-11.3125,11.3125,-2.7006,0.0000,-1.7473,-26.8634,-11.3101,11.3101,-2.7004
